title,docid,updated,publisheddate,relevancescore,resultnumber,jurisdiction,date,source,author,contenttype,status,contentcomponentid,vendorreportid,length,byline,wordcount,language,actualresultscount
Union Pacific Co. ( UNP ) Holdings Decreased by Pinebridge Investments L.P.,urn:contentItem:5RWW-F381-JCMN-Y387-00000-00,2018-03-18,"March 18, 2018 Sunday",148,9,U.S. Federal,2018-03-18,Transcript Daily,James Quigley,News,Available,484294,AMCN-10009368,927 words,James Quigley,927,English,61
Wedbush Securities Inc. Acquires 414 Shares of Union Pacific Co. ( UNP ),urn:contentItem:5RXH-F861-JCMN-Y0NG-00000-00,2018-03-21,"March 21, 2018 Wednesday",148,10,U.S. Federal,2018-03-21,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,959 words,Micah Haroldson,959,English,61
Mutual Advisors LLC Takes Position in Union Pacific Co. ( UNP ),urn:contentItem:5RY5-9RG1-JCMN-Y2NK-00000-00,2018-03-24,"March 24, 2018 Saturday",149,1,U.S. Federal,2018-03-24,Watchlist News,Nicole Kennedy,News,Available,484299,AMCN-135127,1065 words,Nicole Kennedy,1065,English,56
Brokerages Set Union Pacific Co. (UNP) PT at $134.18,urn:contentItem:5RY5-9KD1-F03R-N0Y4-00000-00,2018-03-24,"March 24, 2018 Saturday",148,2,U.S. Federal,2018-03-24,Transcript Daily,James Quigley,News,Available,484294,AMCN-10009368,974 words,James Quigley,974,English,56
Union Pacific Co. ( UNP ) Shares Bought by Greenwood Gearhart Inc.,urn:contentItem:5RYR-WV31-F03R-N43C-00000-00,2018-03-27,"March 27, 2018 Tuesday",148,3,U.S. Federal,2018-03-27,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1039 words,Hanz Christensen,1039,English,56
Union Pacific Co. ( UNP ) Position Boosted by Alpha Cubed Investments LLC,urn:contentItem:5RXW-YRW1-F03R-N3G5-00000-00,2018-03-23,"March 23, 2018 Friday",148,4,U.S. Federal,2018-03-23,Ticker Report,Joseph Griffin,News,Available,484293,AMCN-126392,941 words,Joseph Griffin,941,English,56
"Assetmark Inc. Has $448,000 Stake in Union Pacific Co. ( UNP )",urn:contentItem:5RYY-WNG1-F03R-N4XX-00000-00,2018-03-28,"March 28, 2018 Wednesday",148,5,U.S. Federal,2018-03-28,Watchlist News,Lindsey Winhoffer,News,Available,484299,AMCN-135127,983 words,Lindsey Winhoffer,983,English,56
Union Pacific Co. ( UNP ) is Financial Counselors Inc. 's 9th Largest Position,urn:contentItem:5RYH-WXR1-JCMN-Y1B9-00000-00,2018-03-26,"March 26, 2018 Monday",148,6,U.S. Federal,2018-03-26,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1072 words,Hanz Christensen,1072,English,56
Sawgrass Asset Management LLC Increases Holdings in Union Pacific Co. ( UNP ),urn:contentItem:5RY5-9NG1-JCMN-Y552-00000-00,2018-03-24,"March 24, 2018 Saturday",148,7,U.S. Federal,2018-03-24,DailyPolitical,Patrick Bannon,News,Available,484233,AMCN-116307,1058 words,Patrick Bannon,1058,English,56
Union Pacific Co. ( UNP ) Shares Sold by Kingfisher Capital LLC,urn:contentItem:5S01-9WC1-F03R-N2JW-00000-00,2018-03-28,"March 28, 2018 Wednesday",148,8,U.S. Federal,2018-03-28,DailyPolitical,Trevor Kearing,News,Available,484233,AMCN-116307,1016 words,Trevor Kearing,1016,English,56
Union Pacific (UNP ) Trading Near $127.93 Support Level,urn:contentItem:5S0B-DSD1-F146-H0X7-00000-00,2018-03-29,"March 29, 2018 Thursday",148,9,U.S. Federal,2018-03-29,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,56
Union Pacific Co. ( UNP ) Shares Sold by Kingfisher Capital LLC,urn:contentItem:5RYY-WNG1-F03R-N3XP-00000-00,2018-03-28,"March 28, 2018 Wednesday",148,10,U.S. Federal,2018-03-28,Ticker Report,Logan Wallace,News,Available,484293,AMCN-126392,936 words,Logan Wallace,936,English,56
Edge Advisors LLC Reduces Stake in Union Pacific Co. ( UNP ),urn:contentItem:5S0N-4MN1-JCMN-Y1YR-00000-00,2018-03-31,"March 31, 2018 Saturday",149,1,U.S. Federal,2018-03-31,Ticker Report,Logan Wallace,News,Available,484293,AMCN-126392,869 words,Logan Wallace,869,English,58
"Icon Wealth Partners LLC Takes $119,000 Position in Union Pacific Co. ( UNP )",urn:contentItem:5S0F-0VJ1-F03R-N16R-00000-00,2018-03-30,"March 30, 2018 Friday",149,2,U.S. Federal,2018-03-30,Ticker Report,Joseph Griffin,News,Available,484293,AMCN-126392,765 words,Joseph Griffin,765,English,58
Union Pacific Co. ( UNP ) Stake Lifted by Profund Advisors LLC,urn:contentItem:5S19-2WC1-JCMN-Y1CM-00000-00,2018-04-03,"April 3, 2018 Tuesday",149,3,U.S. Federal,2018-04-03,Watchlist News,Mark Dietrich,News,Available,484299,AMCN-135127,1036 words,Mark Dietrich,1036,English,58
Union Pacific Co. ( UNP ) Shares Bought by Rare Infrastructure Ltd,urn:contentItem:5S1P-Y2R1-F03R-N1S5-00000-00,2018-04-05,"April 5, 2018 Thursday",149,4,U.S. Federal,2018-04-05,Ticker Report,Stephan Byrd,News,Available,484293,AMCN-126392,1004 words,Stephan Byrd,1004,English,58
Profund Advisors LLC Increases Holdings in Union Pacific Co. ( UNP ),urn:contentItem:5S19-2WC1-JCMN-Y0JB-00000-00,2018-04-03,"April 3, 2018 Tuesday",149,5,U.S. Federal,2018-04-03,Ticker Report,Max Byerly,News,Available,484293,AMCN-126392,903 words,Max Byerly,903,English,58
Union Pacific (UNP ) Trading Near $138.51 Resistance Level,urn:contentItem:5S1D-8PC1-JDN4-T0RB-00000-00,2018-04-03,"April 3, 2018 Tuesday",148,6,U.S. Federal,2018-04-03,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,58
Unio Capital LLC Takes Position in Union Pacific Co. ( UNP ),urn:contentItem:5S0N-4MN1-JCMN-Y310-00000-00,2018-03-31,"March 31, 2018 Saturday",148,7,U.S. Federal,2018-03-31,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1051 words,Hanz Christensen,1051,English,58
Valley National Advisers Inc. Increases Stake in Union Pacific Co. ( UNP ),urn:contentItem:5S0N-4M91-JCMN-Y1SP-00000-00,2018-03-31,"March 31, 2018 Saturday",148,8,U.S. Federal,2018-03-31,DailyPolitical,Latisha Jones,News,Available,484233,AMCN-116307,1113 words,Latisha Jones,1113,English,58
Union Pacific Co. ( UNP ) Position Boosted by Rare Infrastructure Ltd,urn:contentItem:5S1P-Y341-JCMN-Y4H0-00000-00,2018-04-05,"April 5, 2018 Thursday",148,9,U.S. Federal,2018-04-05,DailyPolitical,Stacy Sanders,News,Available,484233,AMCN-116307,1062 words,Stacy Sanders,1062,English,58
Union Pacific Co. ( UNP ) Holdings Lifted by Franklin Resources Inc.,urn:contentItem:5S1P-Y2R1-F03R-N1KM-00000-00,2018-04-05,"April 5, 2018 Thursday",148,10,U.S. Federal,2018-04-05,Ticker Report,Shane Hupp,News,Available,484293,AMCN-126392,978 words,Shane Hupp,978,English,58
Union Pacific (UNP ) Showing Support Near $130.97,urn:contentItem:5S22-68B1-JDN4-T0WX-00000-00,2018-04-06,"April 6, 2018 Friday",149,1,U.S. Federal,2018-04-06,Fresh Brewed Media,,News,Available,345147,FRBREW2018,237 words,,237,English,72
Union Pacific Co. ( UNP ) Shares Bought by Teachers Advisors LLC,urn:contentItem:5S24-VG51-JCMN-Y27W-00000-00,2018-04-07,"April 7, 2018 Saturday",149,2,U.S. Federal,2018-04-07,Transcript Daily,Casey Walker,News,Available,484294,AMCN-10009368,1172 words,Casey Walker,1172,English,72
Union Pacific Co. ( UNP ) Shares Bought by HBK Sorce Advisory LLC,urn:contentItem:5S2R-GBJ1-JCMN-Y06P-00000-00,2018-04-10,"April 10, 2018 Tuesday",149,3,U.S. Federal,2018-04-10,Ticker Report,Ethan Ryder,News,Available,484293,AMCN-126392,958 words,Ethan Ryder,958,English,72
MEMBERS Trust Co Trims Stake in Union Pacific Co. ( UNP ),urn:contentItem:5S2Y-F7G1-F03R-N099-00000-00,2018-04-11,"April 11, 2018 Wednesday",149,4,U.S. Federal,2018-04-11,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,1055 words,Micah Haroldson,1055,English,72
Union Pacific Co. ( UNP ) Position Raised by EP Wealth Advisors LLC,urn:contentItem:5S2H-G3D1-JCMN-Y4GS-00000-00,2018-04-09,"April 9, 2018 Monday",148,5,U.S. Federal,2018-04-09,Ticker Report,Joseph Griffin,News,Available,484293,AMCN-126392,1024 words,Joseph Griffin,1024,English,72
Union Pacific Co. ( UNP ) Position Lowered by Tweedy Browne Co. LLC,urn:contentItem:5S2H-G3P1-F03R-N4MP-00000-00,2018-04-09,"April 9, 2018 Monday",148,6,U.S. Federal,2018-04-09,DailyPolitical,Latisha Jones,News,Available,484233,AMCN-116307,1178 words,Latisha Jones,1178,English,72
Magellan Asset Management Ltd Grows Stake in Union Pacific Co. ( UNP ),urn:contentItem:5S2S-TBB1-JCMN-Y545-00000-00,2018-04-10,"April 10, 2018 Tuesday",148,7,U.S. Federal,2018-04-10,Transcript Daily,Casey Walker,News,Available,484294,AMCN-10009368,1156 words,Casey Walker,1156,English,72
Union Pacific (UNP ) Trading Near $128.31 Support Level,urn:contentItem:5S2X-30W1-JDN4-T04B-00000-00,2018-04-10,"April 10, 2018 Tuesday",148,8,U.S. Federal,2018-04-10,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,72
Lake Street Advisors Group LLC Takes Position in Union Pacific Co. ( UNP ),urn:contentItem:5S2Y-F731-JCMN-Y2RH-00000-00,2018-04-11,"April 11, 2018 Wednesday",148,9,U.S. Federal,2018-04-11,Transcript Daily,Lauren Steadman,News,Available,484294,AMCN-10009368,1150 words,Lauren Steadman,1150,English,72
Union Pacific (UNP ) Trading Near $126.07 Support Level,urn:contentItem:5S2P-3TX1-JDN4-T50K-00000-00,2018-04-09,"April 9, 2018 Monday",148,10,U.S. Federal,2018-04-09,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,72
Union Pacific (UNP ) Showing Resistance Near $142.03,urn:contentItem:5S4T-TNB1-JDN4-T24T-00000-00,2018-04-19,"April 19, 2018 Thursday",149,1,U.S. Federal,2018-04-19,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,51
Union Pacific ( UNP ) PT Raised to $145.00,urn:contentItem:5S4F-9201-F03R-N37H-00000-00,2018-04-18,"April 18, 2018 Wednesday",149,2,U.S. Federal,2018-04-18,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,1030 words,Micah Haroldson,1030,English,51
"Certified Advisory Corp Invests $175,000 in Union Pacific Co. ( UNP )",urn:contentItem:5S3K-CD31-F03R-N4YY-00000-00,2018-04-14,"April 14, 2018 Saturday",149,3,U.S. Federal,2018-04-14,Ticker Report,Shane Hupp,News,Available,484293,AMCN-126392,936 words,Shane Hupp,936,English,51
Union Pacific Co. ( UNP ) Shares Bought by Chemical Bank,urn:contentItem:5S3V-KX51-F03R-N4KJ-00000-00,2018-04-15,"April 15, 2018 Sunday",149,4,U.S. Federal,2018-04-15,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1153 words,Hanz Christensen,1153,English,51
Union Pacific (UNP ) Showing Support Near $135.74,urn:contentItem:5S4K-VGD1-F146-H2SC-00000-00,2018-04-18,"April 18, 2018 Wednesday",148,5,U.S. Federal,2018-04-18,Fresh Brewed Media,,News,Available,345147,FRBREW2018,237 words,,237,English,51
Potential Union Pacific (UNP ) Trade Targets 2.52% Return,urn:contentItem:5S4C-W8X1-JDN4-T3F0-00000-00,2018-04-17,"April 17, 2018 Tuesday",148,6,U.S. Federal,2018-04-17,Fresh Brewed Media,,News,Available,345147,FRBREW2018,238 words,,238,English,51
Potential Union Pacific (UNP ) Trade Has 5.32% Downside Protection,urn:contentItem:5S45-X2X1-JDN4-T51J-00000-00,2018-04-16,"April 16, 2018 Monday",148,7,U.S. Federal,2018-04-16,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,51
"Certified Advisory Corp Invests $175,000 in Union Pacific Co. ( UNP ) Stock",urn:contentItem:5S3K-CD41-F03R-N0GT-00000-00,2018-04-14,"April 14, 2018 Saturday",148,8,U.S. Federal,2018-04-14,Watchlist News,Micah Haroldson,News,Available,484299,AMCN-135127,1145 words,Micah Haroldson,1145,English,51
Union Pacific (UNP ) Trading Near $137.25 Resistance Level,urn:contentItem:5S3J-0HS1-F146-H3F3-00000-00,2018-04-13,"April 13, 2018 Friday",148,9,U.S. Federal,2018-04-13,Fresh Brewed Media,,News,Available,345147,FRBREW2018,238 words,,238,English,51
Colonial Trust Advisors Increases Holdings in Union Pacific Co. ( UNP ),urn:contentItem:5S3K-CD31-F03R-N4YX-00000-00,2018-04-14,"April 14, 2018 Saturday",148,10,U.S. Federal,2018-04-14,Ticker Report,Max Byerly,News,Available,484293,AMCN-126392,993 words,Max Byerly,993,English,51
Union Pacific (UNP ) Showing Resistance Near $139.52,urn:contentItem:5S51-STW1-JDN4-T2FJ-00000-00,2018-04-20,"April 20, 2018 Friday",149,1,U.S. Federal,2018-04-20,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,100
Potential Union Pacific (UNP ) Trade Could Hit 3.32% Return,urn:contentItem:5S69-KY21-JDN4-T3Y9-00000-00,2018-04-26,"April 26, 2018 Thursday",148,2,U.S. Federal,2018-04-26,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,100
Traders Buy Shares of Union Pacific ( UNP ) on Weakness,urn:contentItem:5S66-H0V1-F03R-N004-00000-00,2018-04-26,"April 26, 2018 Thursday",147,3,U.S. Federal,2018-04-26,Ticker Report,,News,Available,484293,AMCN-126392,1077 words,,1077,English,100
"Union Pacific ( UNP ) Announces Quarterly Earnings Results, Beats Estimates By $0.02 EPS",urn:contentItem:5S69-PFV1-F03R-N1N5-00000-00,2018-04-26,"April 26, 2018 Thursday",147,4,U.S. Federal,2018-04-26,Transcript Daily,,News,Available,484294,AMCN-10009368,1067 words,,1067,English,100
Investors Buy Union Pacific ( UNP ) on Weakness,urn:contentItem:5S66-H0V1-F03R-N0M3-00000-00,2018-04-26,"April 26, 2018 Thursday",147,5,U.S. Federal,2018-04-26,Watchlist News,Hanz Christensen,News,Available,484299,AMCN-135127,1038 words,Hanz Christensen,1038,English,100
"PEP, ABBV, UNP, UPS , BMY, COP, TWX, RTN, CME, GM , ITW, SPGI, VLO, PX, LUV , HLT, RCL, ALXN , IP, MHSY, DHI , NLSN, DPZ, TSCO, DNKN, CRI, TREE , SAVE , KBR: Earnings",urn:contentItem:5S63-MSD1-JCD8-M1WM-00000-00,2018-04-25,"April 25, 2018 Wednesday",142,6,U.S. Federal,2018-04-25,Theflyonthewall.com,,News,Available,295234,FLYCOM2018,216 words,,216,English,100
Track Change for Union Pacific Stock?,urn:contentItem:5S6C-RJJ1-F00X-J4TJ-00000-00,2018-04-26,"April 26, 2018 Thursday",141,7,U.S. Federal,2018-04-26,TheStreet Pro,Bruce Kamich,News,Available,420101,TSCSRM2018,428 words,Bruce Kamich,428,English,100
Union Pacific railroad's 1Q profit climbs 22 percent,urn:contentItem:5S69-M1B1-JC65-53X8-00000-00,2018-04-26,"April 26, 2018 Thursday",136,8,U.S. Federal; Nebraska,2018-04-26,Associated Press International,By JOSH FUNK AP Business Writer,News,Available,138211,APINTL2018,333 words,By JOSH FUNK AP Business Writer,333,English,100
Union Pacific railroad's 1Q profit climbs 22 percent,urn:contentItem:5S69-MCW1-JC65-54SP-00000-00,2018-04-26,"April 26, 2018 Thursday",136,9,U.S. Federal; Nebraska,2018-04-26,The Associated Press State & Local Wire,By JOSH FUNK AP Business Writer,News,Available,304481,APST2018,331 words,By JOSH FUNK AP Business Writer,331,English,100
"Regulatory update: Colorado Public Utilities Commission; EnTelegent Solutions Inc , has issued ( 17M-004T )EnTelegent Solutions trs report",urn:contentItem:5S5G-FK91-J9XT-P1YN-00000-00,2018-04-21,"April 21, 2018 Saturday",129,10,U.S. Federal; Colorado,2018-04-21,US Official News,,News,Available,400469,USOFFN2018,450 words,,450,English,100
Union Pacific ( UNP ) Receives Daily Coverage Optimism Rating of 0.18,urn:contentItem:5S69-PFV1-F03R-N1YM-00000-00,2018-04-27,"April 27, 2018 Friday",149,1,U.S. Federal,2018-04-27,Transcript Daily,,News,Available,484294,AMCN-10009368,1183 words,,1183,English,44
Union Pacific ( UNP ) PT Raised to $145.00 at Loop Capital,urn:contentItem:5S6D-G3F1-JCMN-Y2H2-00000-00,2018-04-27,"April 27, 2018 Friday",149,2,U.S. Federal,2018-04-27,Zolmax.com,,News,Available,484302,AMCN-116308,1015 words,,1015,English,44
Loop Capital Boosts Union Pacific ( UNP ) Price Target to $145.00,urn:contentItem:5S6M-9PS1-JCMN-Y4VF-00000-00,2018-04-28,"April 28, 2018 Saturday",148,3,U.S. Federal,2018-04-28,Watchlist News,,News,Available,484299,AMCN-135127,1165 words,,1165,English,44
Union Pacific Co. ( UNP ) Shares Sold by Ashfield Capital Partners LLC,urn:contentItem:5S7K-KP21-F03R-N2K1-00000-00,2018-05-02,"May 2, 2018 Wednesday",148,4,U.S. Federal,2018-05-02,Watchlist News,,News,Available,484299,AMCN-135127,970 words,,970,English,44
TD Securities Trims Union Pacific ( UNP ) Target Price to $150.00,urn:contentItem:5S6D-G2P1-F03R-N343-00000-00,2018-04-27,"April 27, 2018 Friday",148,5,U.S. Federal,2018-04-27,Watchlist News,,News,Available,484299,AMCN-135127,1087 words,,1087,English,44
Potential Union Pacific (UNP ) Trade Has 2.92% Downside Protection,urn:contentItem:5S75-GND1-JDN4-T3NM-00000-00,2018-04-30,"April 30, 2018 Monday",148,6,U.S. Federal,2018-04-30,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,44
Potential Union Pacific (UNP ) Trade Has 4.23% Downside Protection,urn:contentItem:5S6H-K3H1-JDN4-T4TG-00000-00,2018-04-27,"April 27, 2018 Friday",148,7,U.S. Federal,2018-04-27,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,44
Ashfield Capital Partners LLC Trims Stake in Union Pacific Co. ( UNP ),urn:contentItem:5S7K-KPM1-F03R-N3W5-00000-00,2018-05-02,"May 2, 2018 Wednesday",148,8,U.S. Federal,2018-05-02,Ticker Report,,News,Available,484293,AMCN-126392,1018 words,,1018,English,44
Potential Union Pacific (UNP ) Trade Has 3.42% Downside Protection,urn:contentItem:5S7T-D8M1-JDN4-T3CN-00000-00,2018-05-03,"May 3, 2018 Thursday",148,9,U.S. Federal,2018-05-03,Fresh Brewed Media,,News,Available,345147,FRBREW2018,237 words,,237,English,44
Union Pacific Co. ( UNP ) Shares Sold by FTB Advisors Inc.,urn:contentItem:5S7X-5251-F03R-N1S7-00000-00,2018-05-03,"May 3, 2018 Thursday",148,10,U.S. Federal,2018-05-03,Ticker Report,,News,Available,484293,AMCN-126392,1074 words,,1074,English,44
Investors Sell Shares of Union Pacific ( UNP ) on Strength ( UNP ),urn:contentItem:5S8P-PX61-F03R-N34Y-00000-00,2018-05-08,"May 8, 2018 Tuesday",149,1,U.S. Federal,2018-05-08,Zolmax.com,,News,Available,484302,AMCN-116308,941 words,,941,English,56
Union Pacific (UNP ) Showing Resistance Near $136.36,urn:contentItem:5S8W-8661-JDN4-T51H-00000-00,2018-05-08,"May 8, 2018 Tuesday",149,2,U.S. Federal,2018-05-08,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,56
Union Pacific (UNP ) Showing Support Near $129.06,urn:contentItem:5S8N-9091-F146-H1KC-00000-00,2018-05-07,"May 7, 2018 Monday",149,3,U.S. Federal,2018-05-07,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,56
Union Pacific Co. ( UNP ) Holdings Raised by Atria Investments LLC,urn:contentItem:5S8P-PWX1-JCMN-Y210-00000-00,2018-05-08,"May 8, 2018 Tuesday",149,4,U.S. Federal,2018-05-08,Transcript Daily,,News,Available,484294,AMCN-10009368,959 words,,959,English,56
ValuEngine Upgrades Union Pacific ( UNP ) to 'Buy',urn:contentItem:5S99-F3X1-F03R-N2C2-00000-00,2018-05-10,"May 10, 2018 Thursday",149,5,U.S. Federal,2018-05-10,Transcript Daily,,News,Available,484294,AMCN-10009368,959 words,,959,English,56
Union Pacific (UNP ) Trading Near $134.21 Resistance Level,urn:contentItem:5S81-CDV1-JDN4-T544-00000-00,2018-05-04,"May 4, 2018 Friday",149,6,U.S. Federal,2018-05-04,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,56
Union Pacific (UNP ) Trading Near $134.21 Resistance Level,urn:contentItem:5S81-CDV1-JDN4-T545-00000-00,2018-05-04,"May 4, 2018 Friday",148,7,U.S. Federal,2018-05-04,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,56
"Westpac Banking Corp Sells 17,438 Shares of Union Pacific Co. ( UNP )",urn:contentItem:5S8N-BRJ1-JCMN-Y1J9-00000-00,2018-05-07,"May 7, 2018 Monday",148,8,U.S. Federal,2018-05-07,Zolmax.com,,News,Available,484302,AMCN-116308,986 words,,986,English,56
Union Pacific ( UNP ) Lifted to Buy at ValuEngine,urn:contentItem:5S94-KWG1-JCMN-Y320-00000-00,2018-05-10,"May 10, 2018 Thursday",148,9,U.S. Federal,2018-05-10,Ticker Report,,News,Available,484293,AMCN-126392,1006 words,,1006,English,56
Union Pacific Co. ( UNP ) Shares Bought by Allen Capital Group LLC,urn:contentItem:5S88-R0F1-F03R-N226-00000-00,2018-05-06,"May 6, 2018 Sunday",148,10,U.S. Federal,2018-05-06,Transcript Daily,,News,Available,484294,AMCN-10009368,974 words,,974,English,56
Investors Sell Union Pacific ( UNP ) on Strength ( UNP ),urn:contentItem:5S9J-HTP1-JCMN-Y4NP-00000-00,2018-05-12,"May 12, 2018 Saturday",150,1,U.S. Federal,2018-05-12,DailyPolitical,,News,Available,484233,AMCN-116307,886 words,,886,English,70
Traders Sell Shares of Union Pacific ( UNP ) on Strength ( UNP ),urn:contentItem:5S9J-HTR1-JCMN-Y1DG-00000-00,2018-05-12,"May 12, 2018 Saturday",149,2,U.S. Federal,2018-05-12,Ticker Report,,News,Available,484293,AMCN-126392,887 words,,887,English,70
Union Pacific (UNP ) Showing Support Near $140.24,urn:contentItem:5SB5-37F1-JDN4-T3GC-00000-00,2018-05-14,"May 14, 2018 Monday",149,3,U.S. Federal,2018-05-14,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,70
Union Pacific (UNP ) Trading Near $142.32 Resistance Level,urn:contentItem:5SBK-1KC1-JDN4-T26M-00000-00,2018-05-16,"May 16, 2018 Wednesday",149,4,U.S. Federal,2018-05-16,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,70
Union Pacific Co. ( UNP ) Stake Boosted by Wealthfront Inc.,urn:contentItem:5SBT-5MY1-JCMN-Y180-00000-00,2018-05-17,"May 17, 2018 Thursday",148,5,U.S. Federal,2018-05-17,Ticker Report,,News,Available,484293,AMCN-126392,1098 words,,1098,English,70
Union Pacific Co. ( UNP ) Stake Boosted by KCS Wealth Advisory,urn:contentItem:5SB7-WC01-F03R-N37M-00000-00,2018-05-15,"May 15, 2018 Tuesday",148,6,U.S. Federal,2018-05-15,DailyPolitical,,News,Available,484233,AMCN-116307,978 words,,978,English,70
Potential Union Pacific (UNP ) Trade Has 4.13% Downside Protection,urn:contentItem:5SBT-0VT1-JDN4-T4V5-00000-00,2018-05-17,"May 17, 2018 Thursday",148,7,U.S. Federal,2018-05-17,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,70
Columbia Asset Management Decreases Holdings in Union Pacific Co. ( UNP ),urn:contentItem:5SBM-F7M1-F03R-N076-00000-00,2018-05-17,"May 17, 2018 Thursday",148,8,U.S. Federal,2018-05-17,Transcript Daily,,News,Available,484294,AMCN-10009368,974 words,,974,English,70
"Massachusetts Financial Services Co. MA Purchases 103,948 Shares of Union Pacific Co. ( UNP )",urn:contentItem:5S9H-BHP1-F03R-N43G-00000-00,2018-05-11,"May 11, 2018 Friday",148,9,U.S. Federal; Massachusetts,2018-05-11,Zolmax.com,,News,Available,484302,AMCN-116308,962 words,,962,English,70
Union Pacific Co. ( UNP ) Stake Lifted by KCS Wealth Advisory,urn:contentItem:5SB7-WC01-F03R-N4WF-00000-00,2018-05-15,"May 15, 2018 Tuesday",148,10,U.S. Federal,2018-05-15,Ticker Report,,News,Available,484293,AMCN-126392,1064 words,,1064,English,70
Union Pacific (UNP ) Showing Resistance Near $146.77,urn:contentItem:5SD8-T4T1-F146-H08V-00000-00,2018-05-24,"May 24, 2018 Thursday",149,1,U.S. Federal,2018-05-24,Fresh Brewed Media,,News,Available,345147,FRBREW2018,226 words,,226,English,72
Union Pacific (UNP ) Showing Support Near $140.97,urn:contentItem:5SCM-WH61-JDN4-T10T-00000-00,2018-05-21,"May 21, 2018 Monday",149,2,U.S. Federal,2018-05-21,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,72
Union Pacific (UNP ) Showing Support Near $140.01,urn:contentItem:5SC1-00R1-F146-H3PN-00000-00,2018-05-18,"May 18, 2018 Friday",149,3,U.S. Federal,2018-05-18,Fresh Brewed Media,,News,Available,345147,FRBREW2018,227 words,,227,English,72
Union Pacific (UNP ) Showing Support Near $140.45,urn:contentItem:5SD2-TY71-JDN4-T42R-00000-00,2018-05-23,"May 23, 2018 Wednesday",149,4,U.S. Federal,2018-05-23,Fresh Brewed Media,,News,Available,345147,FRBREW2018,238 words,,238,English,72
Union Pacific (UNP ) Showing Support Near $142.97,urn:contentItem:5SCV-VPD1-F146-H2K5-00000-00,2018-05-22,"May 22, 2018 Tuesday",149,5,U.S. Federal,2018-05-22,Fresh Brewed Media,,News,Available,345147,FRBREW2018,238 words,,238,English,72
Union Pacific Co. ( UNP ) Position Decreased by Montag A Associates Inc.,urn:contentItem:5SBW-SXV1-JCMN-Y194-00000-00,2018-05-18,"May 18, 2018 Friday",148,6,U.S. Federal,2018-05-18,Zolmax.com,,News,Available,484302,AMCN-116308,929 words,,929,English,72
Union Pacific Co. ( UNP ) Shares Bought by Keeler Thomas Management LLC,urn:contentItem:5SC3-M651-JCMN-Y0BR-00000-00,2018-05-19,"May 19, 2018 Saturday",148,7,U.S. Federal,2018-05-19,Watchlist News,,News,Available,484299,AMCN-135127,1012 words,,1012,English,72
"Synovus Financial Corp Acquires 5,030 Shares of Union Pacific Co. ( UNP )",urn:contentItem:5SC1-3B71-F03R-N1YF-00000-00,2018-05-18,"May 18, 2018 Friday",148,8,U.S. Federal; Massachusetts,2018-05-18,Zolmax.com,,News,Available,484302,AMCN-116308,1089 words,,1089,English,72
Union Pacific Co. ( UNP ) Stake Decreased by Roosevelt Investment Group Inc.,urn:contentItem:5SCH-SH51-JCMN-Y48F-00000-00,2018-05-21,"May 21, 2018 Monday",148,9,U.S. Federal,2018-05-21,Transcript Daily,,News,Available,484294,AMCN-10009368,1016 words,,1016,English,72
Union Pacific Co. ( UNP ) Shares Sold by MUFG Americas Holdings Corp,urn:contentItem:5SC1-3D21-JCMN-Y1BV-00000-00,2018-05-18,"May 18, 2018 Friday",148,10,U.S. Federal,2018-05-18,Ticker Report,,News,Available,484293,AMCN-126392,1060 words,,1060,English,72
Investors Sell Shares of Union Pacific ( UNP ) on Strength ( UNP ),urn:contentItem:5SFM-09Y1-F03R-N12K-00000-00,2018-05-31,"May 31, 2018 Thursday",150,1,U.S. Federal,2018-05-31,DailyPolitical,,News,Available,484233,AMCN-116307,937 words,,937,English,55
