title,source,author,date,length,wordcount,totalsearchresults,relevancescore,contentcomponentid,vendorreportid,docid
"Aries Wealth Management Sells 1,410 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-28,985 words,985,98,66,439934,AMBNWS2021,urn:contentItem:61W4-H5H1-DXK2-M1SC-00000-00
"Steigerwald Gordon & Koch Inc. Sells 7,231 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-28,856 words,856,98,66,439934,AMBNWS2021,urn:contentItem:61W4-H5H1-DXK2-M22F-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Sawgrass Asset Management LLC,American Banking and Market News,,2021-01-28,941 words,941,98,66,439934,AMBNWS2021,urn:contentItem:61W4-H5H1-DXK2-M2FF-00000-00
"Plimoth Trust Co. LLC Sells 4,002 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-28,976 words,976,98,66,439934,AMBNWS2021,urn:contentItem:61W4-H5H1-DXK2-M2FD-00000-00
Centaurus Financial Inc. Cuts Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-29,853 words,853,75,87,439934,AMBNWS2021,urn:contentItem:61WB-GWP1-JB40-X4XH-00000-00
"INTERNATIONAL PATENT: APPLE INC. FILES APPLICATION FOR ""MULTIPLE RESOLUTION SECTION DISPLAY PANEL SYSTEMS AND METHODS""",US Fed News,,2021-01-29,363 words,363,75,73,282801,USFDNW2021,urn:contentItem:61WB-J401-JDKC-R52D-00000-00
"TrueWealth Advisors LLC Invests $839,000 in Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-29,861 words,861,75,69,439934,AMBNWS2021,urn:contentItem:61WB-GY91-DXK2-M1GW-00000-00
Affiance Financial LLC Decreases Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-29,982 words,982,75,68,439934,AMBNWS2021,urn:contentItem:61WB-GWR1-JB40-X09S-00000-00
"Handelsinvest Investeringsforvaltning Purchases 1,836 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-29,849 words,849,75,67,439934,AMBNWS2021,urn:contentItem:61WB-GWR1-JB40-X11F-00000-00
"Welch Group LLC Sells 5,716 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-29,971 words,971,75,67,439934,AMBNWS2021,urn:contentItem:61WB-GWR1-JB40-X11J-00000-00
"INTERNATIONAL PATENT: APPLE INC. FILES APPLICATION FOR ""HYBRID SENSOR SHIFT PLATFORM""",US Fed News,,2021-01-29,312 words,312,75,66,282801,USFDNW2021,urn:contentItem:61WB-26F1-JDKC-R1H8-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Rothschild Investment Corp IL,American Banking and Market News,,2021-01-29,961 words,961,75,66,439934,AMBNWS2021,urn:contentItem:61WB-GWR1-JB40-X1F8-00000-00
Golden Green Inc. Takes Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-30,928 words,928,43,86,439934,AMBNWS2021,urn:contentItem:61WJ-DJV1-JB40-X4X3-00000-00
Deroy & Devereaux Private Investment Counsel Inc. Cuts Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-30,986 words,986,43,81,439934,AMBNWS2021,urn:contentItem:61WJ-DJV1-JB40-X4PD-00000-00
Ballentine Partners LLC Trims Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-30,962 words,962,43,68,439934,AMBNWS2021,urn:contentItem:5SHJ-CTB1-DXK2-M4DK-00000-00
"Chicago Capital LLC Buys 3,644 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-30,962 words,962,43,67,439934,AMBNWS2021,urn:contentItem:61WJ-DJV1-JB40-X4X8-00000-00
"Ballentine Partners LLC Sells 28,803 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-30,976 words,976,43,67,439934,AMBNWS2021,urn:contentItem:61WJ-DJV1-JB40-X4WX-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Purchased by Veracity Capital LLC,American Banking and Market News,,2021-01-30,887 words,887,43,67,439934,AMBNWS2021,urn:contentItem:61WJ-DJV1-JB40-X0CP-00000-00
"Insight Financial Services Takes $95,000 Position in Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-30,938 words,938,43,67,439934,AMBNWS2021,urn:contentItem:61WJ-DJV1-JB40-X0B4-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Acquired by Taylor Cottrill Erickson & Associates Inc.,American Banking and Market News,,2021-01-30,884 words,884,43,67,439934,AMBNWS2021,urn:contentItem:61WJ-DJV1-JB40-X4P8-00000-00
"Ledyard National Bank Sells 13,902 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-30,947 words,947,43,66,439934,AMBNWS2021,urn:contentItem:61WJ-DJV1-JB40-X4GH-00000-00
"INTERNATIONAL PATENT: APPLE INC. FILES APPLICATION FOR ""MACHINE-LEARNING BASED GESTURE RECOGNITION""",US Fed News,,2021-01-31,368 words,368,45,77,282801,USFDNW2021,urn:contentItem:61WP-5W01-JDKC-R13F-00000-00
Baxter Bros Inc. Purchases 929 Shares of Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-31,969 words,969,45,68,439934,AMBNWS2021,urn:contentItem:61WS-C081-DXK2-M1XX-00000-00
"Calton & Associates Inc. Sells 3,717 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-31,962 words,962,45,68,439934,AMBNWS2021,urn:contentItem:61WS-C081-DXK2-M22K-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by SlateStone Wealth LLC,American Banking and Market News,,2021-01-31,984 words,984,45,66,439934,AMBNWS2021,urn:contentItem:61WS-C081-DXK2-M22N-00000-00
"MEMBERS Trust Co Sells 2,055 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-31,903 words,903,45,66,439934,AMBNWS2021,urn:contentItem:61WS-C081-DXK2-M1XR-00000-00
Apple Inc. ( NASDAQ :AAPL) Position Reduced by Benin Management CORP,American Banking and Market News,,2021-01-31,993 words,993,45,66,439934,AMBNWS2021,urn:contentItem:61WS-C081-DXK2-M1PX-00000-00
Lighthouse Financial Advisors Inc. Boosts Stock Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-01-31,855 words,855,45,66,439934,AMBNWS2021,urn:contentItem:61WS-C081-DXK2-M288-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Mount Vernon Associates Inc. MD,American Banking and Market News,,2021-01-31,979 words,979,45,66,439934,AMBNWS2021,urn:contentItem:61WS-C081-DXK2-M22R-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Acquired by Harfst & Associates Inc.,DailyPolitical,,2021-01-31,1010 words,1010,45,66,484233,AMCN-116307,urn:contentItem:61WR-NJ81-JCMN-Y3CV-00000-00
"AdvisorShares Investments LLC Buys 2,940 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-01-31,961 words,961,45,66,439934,AMBNWS2021,urn:contentItem:61WS-C081-DXK2-M1PV-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Acquired by Peak Financial Management Inc.,American Banking and Market News,,2021-02-01,887 words,887,95,69,439934,AMBNWS2021,urn:contentItem:61X0-CDM1-DXK2-M058-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Bought by Nadler Financial Group Inc.,American Banking and Market News,,2021-02-01,980 words,980,95,68,439934,AMBNWS2021,urn:contentItem:61X0-CDM1-DXK2-M05D-00000-00
Sanders Morris Harris LLC Boosts Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-01,897 words,897,95,67,439934,AMBNWS2021,urn:contentItem:61X0-CDW1-DXK2-M35W-00000-00
Heritage Way Advisors LLC Raises Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-01,889 words,889,95,67,439934,AMBNWS2021,urn:contentItem:61X0-CDK1-DXK2-M55H-00000-00
Cordasco Financial Network Raises Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-01,894 words,894,95,67,439934,AMBNWS2021,urn:contentItem:61X0-CDK1-DXK2-M55R-00000-00
PFG Advisors Buys 863 Shares of Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-01,934 words,934,95,67,439934,AMBNWS2021,urn:contentItem:61X0-CDM1-DXK2-M055-00000-00
Apple Inc. ( NASDAQ :AAPL) Stake Lessened by Columbus Macro LLC,American Banking and Market News,,2021-02-01,950 words,950,95,66,439934,AMBNWS2021,urn:contentItem:61X0-CDM1-DXK2-M057-00000-00
"Excalibur Management Corp Sells 3,244 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-01,913 words,913,95,66,439934,AMBNWS2021,urn:contentItem:61X0-CDK1-DXK2-M55K-00000-00
Apple Inc. ( NASDAQ :AAPL) Position Trimmed by Csenge Advisory Group,American Banking and Market News,,2021-02-01,945 words,945,95,66,439934,AMBNWS2021,urn:contentItem:61X0-CDM1-DXK2-M053-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Purchased by Leavell Investment Management Inc.,American Banking and Market News,,2021-02-02,829 words,829,78,70,439934,AMBNWS2021,urn:contentItem:61X6-CH81-DXK2-M0XG-00000-00
Bfsg LLC Reduces Stock Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-02,902 words,902,78,69,439934,AMBNWS2021,urn:contentItem:61X6-CH81-DXK2-M15M-00000-00
"$497.09 Billion Growth in Global Mobile Apps Market During 2020-2024 | Featuring Key Vendors Including Alphabet Inc. , Amazon.com Inc. , and Apple Inc. | Technavio",Business Wire,,2021-02-02,734 words,734,78,68,7924,BWIRE2021,urn:contentItem:61X7-1MH1-JBG1-81XT-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Acquired by KLCM Advisors Inc.,Zolmax.com,,2021-02-02,884 words,884,78,68,484302,AMCN-116308,urn:contentItem:61X5-JCV1-F03R-N15R-00000-00
"Spinnaker Trust Sells 2,446 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-02,843 words,843,78,67,439934,AMBNWS2021,urn:contentItem:5SHX-FW61-DXK2-M2F8-00000-00
Sawyer & Company Inc Has $10.63 Million Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-02,778 words,778,78,67,439934,AMBNWS2021,urn:contentItem:61X6-CH81-DXK2-M15G-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Bought by Planning Directions Inc.,Transcript Daily,,2021-02-02,899 words,899,78,66,484294,AMCN-10009368,urn:contentItem:61X5-JCT1-F03R-N4P6-00000-00
"Clean Yield Group Sells 2,621 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-02,882 words,882,78,66,439934,AMBNWS2021,urn:contentItem:61X6-CH81-DXK2-M0XB-00000-00
Strategic Wealth Designers Raises Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-03,798 words,798,162,69,439934,AMBNWS2021,urn:contentItem:61XD-C0W1-JB40-X468-00000-00
"JJJ Advisors Inc. Acquires 6,607 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-03,888 words,888,162,69,439934,AMBNWS2021,urn:contentItem:61XD-C0W1-JB40-X45V-00000-00
Diversified LLC Invests $4.66 Million in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-03,859 words,859,162,69,439934,AMBNWS2021,urn:contentItem:61XD-C0W1-JB40-X45X-00000-00
Allworth Financial LP Increases Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-03,893 words,893,162,69,439934,AMBNWS2021,urn:contentItem:61XD-C0W1-JB40-X45W-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Bought by Palmer Knight Co,American Banking and Market News,,2021-02-03,802 words,802,162,67,439934,AMBNWS2021,urn:contentItem:61XD-C0W1-JB40-X464-00000-00
Thoroughbred Financial Services LLC Grows Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-03,907 words,907,162,67,439934,AMBNWS2021,urn:contentItem:61XD-C0W1-JB40-X460-00000-00
"Monarch Capital Management Inc. Sells 3,251 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-03,816 words,816,162,67,439934,AMBNWS2021,urn:contentItem:61XD-C0W1-JB40-X3RK-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Purchased by JJJ Advisors Inc.,Zolmax.com,,2021-02-03,843 words,843,162,67,484302,AMCN-116308,urn:contentItem:61XC-HFN1-F03R-N3YN-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Keeler Thomas Management LLC,American Banking and Market News,,2021-02-03,811 words,811,162,66,439934,AMBNWS2021,urn:contentItem:5SJ4-1201-JB40-X506-00000-00
Griffin Asset Management Inc. Decreases Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-04,896 words,896,80,86,439934,AMBNWS2021,urn:contentItem:61XR-CCH1-JB40-X0MK-00000-00
Argus Investors Counsel Inc. Cuts Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-04,871 words,871,80,85,439934,AMBNWS2021,urn:contentItem:61XR-CCH1-JB40-X0MN-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Acquired by Redhawk Wealth Advisors Inc.,American Banking and Market News,,2021-02-04,906 words,906,80,69,439934,AMBNWS2021,urn:contentItem:61XR-CCH1-JB40-X0MD-00000-00
Apple Inc. ( NASDAQ :AAPL) Holdings Raised by Avion Wealth,American Banking and Market News,,2021-02-04,893 words,893,80,69,439934,AMBNWS2021,urn:contentItem:61XR-CCH1-JB40-X0MJ-00000-00
Apple Inc. ( NASDAQ :AAPL) Stock Position Increased by Moseley Investment Management Inc.,American Banking and Market News,,2021-02-04,891 words,891,80,68,439934,AMBNWS2021,urn:contentItem:61XR-CCH1-JB40-X0MG-00000-00
Lucas Capital Management Reduces Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-04,857 words,857,80,68,439934,AMBNWS2021,urn:contentItem:61XR-CCH1-JB40-X19S-00000-00
Apple Inc. ( NASDAQ :AAPL) Stake Decreased by Cambridge Trust Co.,American Banking and Market News,,2021-02-04,895 words,895,80,67,439934,AMBNWS2021,urn:contentItem:61XR-CCH1-JB40-X0MT-00000-00
Accel Wealth Management Invests $3.19 Million in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-04,783 words,783,80,67,439934,AMBNWS2021,urn:contentItem:61XR-CCH1-JB40-X0MS-00000-00
Apple Inc. ( NASDAQ :AAPL) Stake Decreased by Argus Investors Counsel Inc.,Transcript Daily,,2021-02-04,837 words,837,80,67,484294,AMCN-10009368,urn:contentItem:61XK-G7G1-JCMN-Y3CK-00000-00
Keating Investment Counselors Inc. Cuts Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-05,803 words,803,69,85,439934,AMBNWS2021,urn:contentItem:5SJB-0MC1-JB40-X46V-00000-00
"INTERNATIONAL PATENT: APPLE INC. FILES APPLICATION FOR ""LENS SYSTEM""",US Fed News,,2021-02-05,222 words,222,69,69,282801,USFDNW2021,urn:contentItem:61XV-V251-F12F-F2FC-00000-00
Apple Inc. ( NASDAQ :AAPL) Stock Holdings Reduced by Brave Asset Management Inc.,American Banking and Market News,,2021-02-05,810 words,810,69,68,439934,AMBNWS2021,urn:contentItem:61XV-7T11-DXK2-M53D-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by GWM Advisors LLC,American Banking and Market News,,2021-02-05,816 words,816,69,68,439934,AMBNWS2021,urn:contentItem:5SJ6-BH91-DXK2-M4XX-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Berkshire Bank,American Banking and Market News,,2021-02-05,786 words,786,69,68,439934,AMBNWS2021,urn:contentItem:61XV-7T11-DXK2-M53J-00000-00
"Camelot Portfolios LLC Sells 2,809 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-05,884 words,884,69,68,439934,AMBNWS2021,urn:contentItem:61XV-7T21-DXK2-M1JY-00000-00
Reik & CO. LLC Buys 995 Shares of Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-05,854 words,854,69,67,439934,AMBNWS2021,urn:contentItem:61XV-7T21-DXK2-M181-00000-00
Copeland Capital Management LLC Reduces Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-05,880 words,880,69,67,439934,AMBNWS2021,urn:contentItem:61XT-8R31-DXK2-M2F2-00000-00
Apple Inc. ( NASDAQ :AAPL) Stake Cut by Independent Investors Inc.,American Banking and Market News,,2021-02-06,896 words,896,49,71,439934,AMBNWS2021,urn:contentItem:61Y2-6RG1-DXK2-M0CS-00000-00
Optas LLC Decreases Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-06,769 words,769,49,69,439934,AMBNWS2021,urn:contentItem:61Y2-6RG1-DXK2-M0PV-00000-00
Apple Inc. ( NASDAQ :AAPL) Stake Trimmed by Culbertson A N & Co. Inc.,American Banking and Market News,,2021-02-06,897 words,897,49,68,439934,AMBNWS2021,urn:contentItem:61Y2-6RG1-DXK2-M0CR-00000-00
Lindbrook Capital LLC Decreases Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-06,870 words,870,49,68,439934,AMBNWS2021,urn:contentItem:61Y2-6RG1-DXK2-M0PW-00000-00
"James Investment Research Inc. Sells 73,132 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-06,895 words,895,49,67,439934,AMBNWS2021,urn:contentItem:61Y2-6RG1-DXK2-M0PF-00000-00
Strategic Capital Advisers Inc. Sells 790 Shares of Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-06,763 words,763,49,67,439934,AMBNWS2021,urn:contentItem:61Y2-6RG1-DXK2-M0PM-00000-00
"Calamos Advisors LLC Sells 192,651 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-06,893 words,893,49,67,439934,AMBNWS2021,urn:contentItem:61Y2-6RG1-DXK2-M0CP-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Dock Street Asset Management Inc.,American Banking and Market News,,2021-02-06,902 words,902,49,67,439934,AMBNWS2021,urn:contentItem:61Y2-6RG1-DXK2-M0PN-00000-00
Trust Asset Management LLC Boosts Stock Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-06,814 words,814,49,66,439934,AMBNWS2021,urn:contentItem:61Y2-6RG1-DXK2-M0PJ-00000-00
Apple Inc. ( NASDAQ :AAPL) is Dock Street Asset Management Inc. 's Largest Position,American Banking and Market News,,2021-02-06,820 words,820,49,66,439934,AMBNWS2021,urn:contentItem:61Y2-6RN1-DXK2-M4D8-00000-00
"Conning Inc. Sells 14,930 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-07,882 words,882,33,70,439934,AMBNWS2021,urn:contentItem:61Y8-5B41-DXK2-M1JR-00000-00
Apple Inc. ( NASDAQ :AAPL) Position Reduced by Davis R M Inc.,American Banking and Market News,,2021-02-07,820 words,820,33,70,439934,AMBNWS2021,urn:contentItem:61Y8-5B41-DXK2-M1K1-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Blue Fin Capital Inc.,American Banking and Market News,,2021-02-07,900 words,900,33,69,439934,AMBNWS2021,urn:contentItem:61Y8-5B41-DXK2-M360-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Baskin Financial Services Inc.,American Banking and Market News,,2021-02-07,901 words,901,33,69,439934,AMBNWS2021,urn:contentItem:61Y8-59G1-DXK2-M334-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Bought by CNB Bank,American Banking and Market News,,2021-02-07,783 words,783,33,68,439934,AMBNWS2021,urn:contentItem:61Y8-5B41-DXK2-M1SH-00000-00
Apple Inc. ( NASDAQ :AAPL) Position Lessened by Baskin Financial Services Inc.,Watchlist News,,2021-02-07,994 words,994,33,66,484299,AMCN-135127,urn:contentItem:61Y7-FW81-JCMN-Y0CB-00000-00
"180 Wealth Advisors LLC Acquires 15,902 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-07,818 words,818,33,66,439934,AMBNWS2021,urn:contentItem:61Y8-5B41-DXK2-M1JX-00000-00
"Garrison Point Advisors LLC Sells 2,300 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-07,824 words,824,33,66,439934,AMBNWS2021,urn:contentItem:61Y8-5B41-DXK2-M35Y-00000-00
Next Capital Management LLC Increases Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-07,800 words,800,33,66,439934,AMBNWS2021,urn:contentItem:61Y8-5B41-DXK2-M1SJ-00000-00
Asset Dedication LLC Lowers Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-08,891 words,891,76,69,439934,AMBNWS2021,urn:contentItem:61YG-5F71-JB40-X2C9-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Howard Capital Management Inc.,American Banking and Market News,,2021-02-08,870 words,870,76,68,439934,AMBNWS2021,urn:contentItem:61YG-5F71-JB40-X38K-00000-00
"Bridgeworth LLC Purchases 1,158 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-08,818 words,818,76,67,439934,AMBNWS2021,urn:contentItem:61YG-5F71-JB40-X389-00000-00
Cedar Mountain Advisors LLC Grows Position in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-08,865 words,865,76,66,439934,AMBNWS2021,urn:contentItem:61YG-5FW1-JB40-X155-00000-00
"Annex Advisory Services LLC Buys 47,143 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-08,811 words,811,76,66,439934,AMBNWS2021,urn:contentItem:61YG-5FW1-JB40-X1BN-00000-00
Apple Inc. ( NASDAQ :AAPL) Stock Position Lessened by Bank of Stockton,American Banking and Market News,,2021-02-08,833 words,833,76,66,439934,AMBNWS2021,urn:contentItem:61YG-5F71-JB40-X38F-00000-00
"WestEnd Advisors LLC Sells 162,846 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-08,835 words,835,76,66,439934,AMBNWS2021,urn:contentItem:61YG-5F71-JB40-X388-00000-00
"NewFocus Financial Group LLC Purchases 7,358 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-08,896 words,896,76,66,439934,AMBNWS2021,urn:contentItem:61YG-5F71-JB40-X38H-00000-00
Terry L. Blaker Has $35.61 Million Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-08,905 words,905,76,66,439934,AMBNWS2021,urn:contentItem:61YG-5F71-JB40-X2S6-00000-00
JLB & Associates Inc. Reduces Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-09,840 words,840,67,88,439934,AMBNWS2021,urn:contentItem:61YP-5191-DXK2-M33N-00000-00
Nkcfo LLC Invests $7.38 Million in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-09,759 words,759,67,68,439934,AMBNWS2021,urn:contentItem:61YP-5191-DXK2-M33X-00000-00
Apple Inc. ( NASDAQ :AAPL) Holdings Boosted by GFG Capital LLC,American Banking and Market News,,2021-02-09,907 words,907,67,67,439934,AMBNWS2021,urn:contentItem:61YP-5191-DXK2-M33W-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by JLB & Associates Inc.,Zolmax.com,,2021-02-09,907 words,907,67,67,484302,AMCN-116308,urn:contentItem:61YN-9HD1-JCMN-Y3VG-00000-00
Gleason Group Inc. Raises Stock Holdings in Apple Inc. ( NASDAQ :AAPL),DailyPolitical,,2021-02-09,828 words,828,67,67,484233,AMCN-116307,urn:contentItem:61YN-9HD1-JCMN-Y31K-00000-00
Gemmer Asset Management LLC Increases Stake in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-09,836 words,836,67,66,439934,AMBNWS2021,urn:contentItem:61YP-5191-DXK2-M340-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Wealth Advisory Solutions LLC,American Banking and Market News,,2021-02-09,812 words,812,67,66,439934,AMBNWS2021,urn:contentItem:61YP-5191-DXK2-M344-00000-00
GoalVest Advisory LLC Invests $1.73 Million in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-09,840 words,840,67,66,439934,AMBNWS2021,urn:contentItem:61YP-5191-DXK2-M342-00000-00
Gleason Group Inc. Purchases 766 Shares of Apple Inc. ( NASDAQ :AAPL),Zolmax.com,,2021-02-09,920 words,920,67,66,484302,AMCN-116308,urn:contentItem:61YN-9HD1-JCMN-Y3VH-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Bought by Smith Salley & Associates,American Banking and Market News,,2021-02-09,859 words,859,67,66,439934,AMBNWS2021,urn:contentItem:61YP-5191-DXK2-M33V-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by Argyle Capital Management Inc.,American Banking and Market News,,2021-02-10,803 words,803,131,70,439934,AMBNWS2021,urn:contentItem:5SJJ-D251-DXK2-M4JN-00000-00
Apple Inc. ( NASDAQ :AAPL) Stock Position Trimmed by Terril Brothers Inc.,American Banking and Market News,,2021-02-10,821 words,821,131,69,439934,AMBNWS2021,urn:contentItem:5SJJ-D251-DXK2-M4FS-00000-00
Dash Acquisitions Inc. Makes New Investment in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-10,798 words,798,131,68,439934,AMBNWS2021,urn:contentItem:61YX-4DV1-JB40-X0BB-00000-00
"S&CO Inc. Sells 7,570 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-10,856 words,856,131,68,439934,AMBNWS2021,urn:contentItem:61YX-4DV1-JB40-X008-00000-00
Weaver Consulting Group Raises Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-10,797 words,797,131,68,439934,AMBNWS2021,urn:contentItem:61YX-4DV1-JB40-X0TC-00000-00
"Dowling & Yahnke LLC Purchases 4,100 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-10,810 words,810,131,68,439934,AMBNWS2021,urn:contentItem:61YX-4DV1-JB40-X00H-00000-00
Apple Inc. ( NASDAQ :AAPL) Position Reduced by Argyle Capital Management Inc.,Watchlist News,,2021-02-10,966 words,966,131,67,484299,AMCN-135127,urn:contentItem:61YX-NM71-JCMN-Y3XT-00000-00
"Sander Capital Advisors Inc. Purchases 1,280 Shares of Apple Inc. ( NASDAQ :AAPL)",American Banking and Market News,,2021-02-10,848 words,848,131,67,439934,AMBNWS2021,urn:contentItem:61YX-4DV1-JB40-X0TF-00000-00
Truadvice LLC Has $7.71 Million Holdings in Apple Inc. ( NASDAQ :AAPL),American Banking and Market News,,2021-02-10,858 words,858,131,67,439934,AMBNWS2021,urn:contentItem:61YX-4DV1-JB40-X00D-00000-00
Apple Inc. ( NASDAQ :AAPL) Shares Sold by First American Trust FSB,American Banking and Market News,,2021-02-10,827 words,827,131,67,439934,AMBNWS2021,urn:contentItem:61YX-4DV1-JB40-X0B6-00000-00
Apple Inc. ( NASDAQ :AAPL) Stock Holdings Reduced by Key Financial Inc,American Banking and Market News,,2021-02-11,889 words,889,63,70,439934,AMBNWS2021,urn:contentItem:6204-3851-JB40-X1XF-00000-00
