title,source,author,date,length,wordcount,totalsearchresults,relevancescore,contentcomponentid,vendorreportid,docid
FedEx ( NYSE :FDX) PT Raised to $312.00 at UBS Group,American Banking and Market News,,2023-09-03,1003 words,1003,12,75,439934,AMBNWS2023,urn:contentItem:6938-KYX1-JB40-X439-00000-00
"FedEx Co. ( NYSE :FDX) Receives Average Rating of ""Moderate Buy"" from Brokerages",American Banking and Market News,,2023-09-03,1106 words,1106,12,74,439934,AMBNWS2023,urn:contentItem:6938-KYF1-DXK2-M0BB-00000-00
"FedEx Co. ( NYSE :FDX) Given Consensus Rating of ""Moderate Buy"" by Brokerages",American Banking and Market News,,2023-09-03,1087 words,1087,12,74,439934,AMBNWS2023,urn:contentItem:6938-KYX1-JB40-X3MN-00000-00
UBS Group Raises FedEx ( NYSE :FDX) Price Target to $312.00,DailyPolitical,,2023-09-04,957 words,957,8,77,484233,116307,urn:contentItem:693F-DX31-F03R-N049-00000-00
Prudential Financial Inc. Has $165.63 Million Stake in FedEx Co. ( NYSE :FDX),Ticker Report,,2023-09-04,1026 words,1026,8,76,484293,126392,urn:contentItem:693G-RHB1-F03R-N02H-00000-00
"Dark Forest Capital Management LP Invests $197,000 in FedEx Co. ( NYSE :FDX)",Transcript Daily,,2023-09-04,1025 words,1025,8,75,484294,10009368,urn:contentItem:693G-7Y91-F03R-N43R-00000-00
Mirabella Financial Services LLP Acquires New Shares in FedEx Co. ( NYSE :FDX),Ticker Report,,2023-09-04,1050 words,1050,8,75,484293,126392,urn:contentItem:693G-DF51-F03R-N2TB-00000-00
"Big Companies From CVS To Yellow Corp. Laid Off More Than 65,000 This Summer","Forbes.com (Forbes, Incorporated)",Brian Bushard Forbes Staff,2023-09-04,670 words,670,8,32,442244,FRBCOM2023,urn:contentItem:693N-HYF1-JBCM-F2J2-00000-00
Is Air Transport Services Group ( ATSG ) Stock Undervalued Right Now?,Newstex Blogs,Zacks Equity Research,2023-09-04,671 words,671,8,7,299488,ZACK-5304,urn:contentItem:693H-2XB1-JCMN-Y44C-00000-00
Brazil : Moving People and Goods More Safely and Sustainably,3BL Blogs,FedEx Corporation,2023-09-05,509 words,509,11,93,484221,108087,urn:contentItem:693P-PSP1-JCMN-Y1JX-00000-00
Object Tracking Method and System,Targeted News Service,Targeted News Service,2023-09-05,217 words,217,11,93,299219,TARGET2023,urn:contentItem:6943-TYS1-DYG2-R0CH-00000-00
"Enhanced Systems , Apparatus, and Method for Improved Automated and Autonomous Operation of Logistics Ground Support Equipment",Targeted News Service,Targeted News Service,2023-09-05,308 words,308,11,86,299219,TARGET2023,urn:contentItem:693X-19V1-DYG2-R4CX-00000-00
FedEx ( NYSE :FDX) Price Target Increased to $312.00 by Analysts at UBS Group,Ticker Report,,2023-09-05,983 words,983,11,75,484293,126392,urn:contentItem:693N-3451-F03R-N1RY-00000-00
FedEx Showcases Advanced Solutions at Seamless Saudi Arabia,Targeted News Service,Targeted News Service,2023-09-05,275 words,275,11,45,299219,TARGET2023,urn:contentItem:693R-P101-DYG2-R081-00000-00
FedEx Speeds Up Delivery for Importers and Exporters in Japan,Targeted News Service,Targeted News Service,2023-09-05,377 words,377,11,43,299219,TARGET2023,urn:contentItem:693R-P101-DYG2-R07W-00000-00
FedEx Participates in the 2023 China International Fair for Trade in Services,Targeted News Service,Targeted News Service,2023-09-05,424 words,424,11,42,299219,TARGET2023,urn:contentItem:693R-P101-DYG2-R07Y-00000-00
FedEx to Open New Global Air Transit Facility at IGA Istanbul Airport,Targeted News Service,Targeted News Service,2023-09-05,488 words,488,11,41,299219,TARGET2023,urn:contentItem:693R-P101-DYG2-R07S-00000-00
Sensor Zone Management,Targeted News Service,Targeted News Service,2023-09-05,189 words,189,11,39,299219,TARGET2023,urn:contentItem:6943-TYS1-DYG2-R0NY-00000-00
"US Patent Issued to FEDEX CORPORATE SERVICS on Sept. 5 for ""Sensor zone management"" ( Tennessee , Mississippi Inventors)",US Fed News,,2023-09-06,241 words,241,12,142,282801,USFDNW2023,urn:contentItem:693V-N8X1-JDKC-R358-00000-00
"US Patent Issued to FEDEX CORPORATE SERVICS on Sept. 5 for ""Object tracking method and system"" ( Arkansas Inventors)",US Fed News,,2023-09-06,266 words,266,12,138,282801,USFDNW2023,urn:contentItem:693X-W791-JDKC-R2Y9-00000-00
"US Patent Issued to FEDEX CORPORATE SERVICES on Sept. 5 for ""Enhanced systems, apparatus, and method for improved automated and autonomous operation of logistics ground support equipment"" ( Mississippi , North Carolina , Tennessee Inventors)",US Fed News,,2023-09-06,350 words,350,12,124,282801,USFDNW2023,urn:contentItem:693W-50F1-JDKC-R350-00000-00
U.S. Patents Awarded to Inventors in Mississippi (Sept. 6),Targeted News Service,Targeted News Service Targeted News Service,2023-09-06,292 words,292,12,89,299219,TARGET2023,urn:contentItem:693Y-0VD1-JC11-13B8-00000-00
Brokerages Set FedEx Co. ( NYSE :FDX) Target Price at $247.57,Transcript Daily,,2023-09-06,1037 words,1037,12,75,484294,10009368,urn:contentItem:693V-XK11-JCMN-Y4T7-00000-00
FedEx Co. ( FDX ) To Go Ex-Dividend on September 8th,DailyPolitical,,2023-09-06,1071 words,1071,12,74,484233,116307,urn:contentItem:693W-W531-F03R-N4GM-00000-00
Heritage Trust Co Buys 185 Shares of FedEx Co. ( NYSE :FDX),Watchlist News,,2023-09-06,1075 words,1075,12,74,484299,135127,urn:contentItem:693X-NYM1-JCMN-Y01G-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Martingale Asset Management L P,DailyPolitical,,2023-09-06,1037 words,1037,12,74,484233,116307,urn:contentItem:693X-1VP1-F03R-N2RT-00000-00
U.S. Patents Awarded to Inventors in Tennessee (Sept. 6),Targeted News Service,Targeted News Service Targeted News Service,2023-09-06,1292 words,1292,12,52,299219,TARGET2023,urn:contentItem:693Y-0VD1-JC11-13BW-00000-00
Pitney Bowes Debtholder Takes an Activist Role,The Deal Pipeline,by Jean Haggerty,2023-09-06,638 words,638,12,21,244689,DADEAL2023,urn:contentItem:6954-P1R1-JBSN-14GC-00000-00
U.S. Patents Awarded to Inventors in Arkansas (Sept. 7),Targeted News Service,Targeted News Service Targeted News Service,2023-09-07,367 words,367,10,93,299219,TARGET2023,urn:contentItem:6945-00S1-JC11-13TW-00000-00
U.S. Patents Awarded to Inventors in Mississippi (Sept. 7),Targeted News Service,Targeted News Service Targeted News Service,2023-09-07,414 words,414,10,81,299219,TARGET2023,urn:contentItem:6945-00S1-JC11-13V5-00000-00
Wellington Management Group LLP Increases Holdings in FedEx Co. ( NYSE :FDX),DailyPolitical,,2023-09-07,1031 words,1031,10,76,484233,116307,urn:contentItem:6943-NW11-JCMN-Y300-00000-00
"Bleakley Financial Group LLC Acquires 1,368 Shares of FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2023-09-07,1243 words,1243,10,73,439934,AMBNWS2023,urn:contentItem:6948-57T1-JB40-X3YX-00000-00
U.S. Patents Awarded to Inventors in Tennessee (Sept. 7),Targeted News Service,Targeted News Service Targeted News Service,2023-09-07,1423 words,1423,10,44,299219,TARGET2023,urn:contentItem:6945-00S1-JC11-13VG-00000-00
FedEx Corporation ( FDX ) is Attracting Investor Attention: Here is What You Should Know,Newstex Blogs,Zacks Equity Research,2023-09-07,1218 words,1218,10,13,299488,ZACK-5304,urn:contentItem:6945-1251-F03R-N00R-00000-00
FedEx ( FDX ) Dips More Than Broader Markets: What You Should Know,Newstex Blogs,Zacks Equity Research,2023-09-07,762 words,762,10,8,299488,ZACK-5304,urn:contentItem:6948-B3H1-F03R-N1FC-00000-00
Will FedEx ( FDX ) Beat Estimates Again in Its Next Earnings Report?,Newstex Blogs,Zacks Equity Research,2023-09-07,809 words,809,10,8,299488,ZACK-5304,urn:contentItem:6945-1251-F03R-N07T-00000-00
Tsakos Energy ( TNP ) Q2 Earnings and Revenues Beat Estimates,Newstex Blogs,Zacks Equity Research,2023-09-07,952 words,952,10,7,299488,ZACK-5304,urn:contentItem:6945-1251-F03R-N02V-00000-00
Want Better Returns? Don?t Ignore These 2 Transportation Stocks Set to Beat Earnings,Newstex Blogs,Zacks Equity Research,2023-09-07,973 words,973,10,7,299488,ZACK-5304,urn:contentItem:6945-1241-F03R-N566-00000-00
FedEx Matches Collin Morikawa's Donation to World Central Kitchen,3BL Blogs,FedEx Corporation,2023-09-08,215 words,215,12,113,484221,108087,urn:contentItem:694B-FS71-F03R-N4PM-00000-00
FedEx Co. ( NYSE :FDX) Receives $247.57 Consensus Target Price from Analysts,DailyPolitical,,2023-09-08,950 words,950,12,78,484233,116307,urn:contentItem:6949-6R51-JCMN-Y2H8-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Clearbridge Investments LLC,Transcript Daily,,2023-09-08,1065 words,1065,12,76,484294,10009368,urn:contentItem:694B-5T41-F03R-N095-00000-00
FedEx ( NYSE :FDX) Price Target Increased to $200.00 by Analysts at Morgan Stanley,Ticker Report,,2023-09-08,996 words,996,12,75,484293,126392,urn:contentItem:694B-FRG1-F03R-N0M9-00000-00
FedEx Co. ( NYSE :FDX) Shares Acquired by Financial Partners Group LLC,Watchlist News,,2023-09-08,1127 words,1127,12,74,484299,135127,urn:contentItem:694B-SY21-JCMN-Y44J-00000-00
Callan Family Office LLC Acquires New Holdings in FedEx Co. ( NYSE :FDX),Watchlist News,,2023-09-08,1115 words,1115,12,74,484299,135127,urn:contentItem:694B-SY21-JCMN-Y446-00000-00
Want Better Returns? Don't Ignore These 2 Transportation Stocks Set to Beat Earnings,24/7 Wall St.,247patrick,2023-09-08,770 words,770,12,73,484220,100006,urn:contentItem:6948-N511-F03R-N05Y-00000-00
FedEx Announces Revised Shipping Rates Effective January 2024,Small Business Trends,Small Business Editor,2023-09-08,501 words,501,12,49,484277,102218,urn:contentItem:6949-X3N1-F03R-N17X-00000-00
FedEx Joined Industry Leaders to Boost Saudi Arabia 's Logistics Sector,Targeted News Service,Targeted News Service,2023-09-08,282 words,282,12,45,299219,TARGET2023,urn:contentItem:694C-KH81-DYG2-R06J-00000-00
Viawealth LLC Grows Stock Position in FedEx Co. ( NYSE :FDX),Zolmax.com,,2023-09-09,1052 words,1052,9,80,484302,116308,urn:contentItem:694H-K6G1-JCMN-Y4SR-00000-00
Edgar Lomax Co. VA Takes $93.74 Million Position in FedEx Co. ( NYSE :FDX),DailyPolitical,,2023-09-09,1029 words,1029,9,78,484233,116307,urn:contentItem:694H-SNF1-JCMN-Y26X-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Missouri Trust & Investment Co,Transcript Daily,,2023-09-09,1019 words,1019,9,76,484294,10009368,urn:contentItem:694J-3S81-JCMN-Y3YV-00000-00
FedEx ( NYSE :FDX) Given New $200.00 Price Target at Morgan Stanley,DailyPolitical,,2023-09-09,1041 words,1041,9,76,484233,116307,urn:contentItem:694H-M5J1-JCMN-Y413-00000-00
"Dodge & Cox Sells 446,506 Shares of FedEx Co. ( NYSE :FDX)",Ticker Report,,2023-09-09,1117 words,1117,9,74,484293,126392,urn:contentItem:694J-XKX1-JCMN-Y0NG-00000-00
Viawealth LLC Boosts Stake in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2023-09-09,1139 words,1139,9,74,439934,AMBNWS2023,urn:contentItem:694J-DXC1-DXK2-M2T1-00000-00
FedEx ( NYSE :FDX) Price Target Increased to $200.00 by Analysts at Morgan Stanley,American Banking and Market News,,2023-09-09,1147 words,1147,9,74,439934,AMBNWS2023,urn:contentItem:694G-4HH1-JB40-X0P1-00000-00
Financial Partners Group LLC Has $7.38 Million Stake in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2023-09-09,1171 words,1171,9,73,439934,AMBNWS2023,urn:contentItem:694G-KVG1-DXK2-M073-00000-00
Freestone Capital Holdings LLC Raises Position in FedEx Co. ( NYSE :FDX),DailyPolitical,,2023-09-10,1056 words,1056,12,81,484233,116307,urn:contentItem:694R-YGF1-F03R-N085-00000-00
Shellback Capital LP Takes Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2023-09-10,1091 words,1091,12,76,439934,AMBNWS2023,urn:contentItem:694S-DC81-JB40-X44P-00000-00
Fort Sheridan Advisors LLC Buys 300 Shares of FedEx Co. ( NYSE :FDX),DailyPolitical,,2023-09-10,1052 words,1052,12,76,484233,116307,urn:contentItem:694R-SC21-F03R-N3DD-00000-00
"First Commonwealth Financial Corp PA Purchases Shares of 1,097 FedEx Co. ( NYSE :FDX)",Transcript Daily,,2023-09-10,1095 words,1095,12,76,484294,10009368,urn:contentItem:694R-Y7Y1-JCMN-Y02W-00000-00
FedEx ( NYSE :FDX) PT Raised to $200.00,American Banking and Market News,,2023-09-10,1027 words,1027,12,76,439934,AMBNWS2023,urn:contentItem:694S-DC91-JB40-X0TS-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Quinn Opportunity Partners LLC,Zolmax.com,,2023-09-10,1005 words,1005,12,76,484302,116308,urn:contentItem:694R-SDK1-F03R-N219-00000-00
Stephens Inc. AR Trims Stock Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2023-09-10,1141 words,1141,12,74,439934,AMBNWS2023,urn:contentItem:5WM2-PBW1-DXK2-M38D-00000-00
Quinn Opportunity Partners LLC Cuts Stock Position in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2023-09-10,1061 words,1061,12,74,439934,AMBNWS2023,urn:contentItem:694S-DC91-JB40-X1BN-00000-00
Accelerate Climate Solutions: Supporting Climate Capture Research and Scaling Clean Tech at FedEx,3BL Blogs,FedEx Corporation,2023-09-11,627 words,627,9,94,484221,108087,urn:contentItem:6951-DC21-JCMN-Y0MX-00000-00
FedEx ( NYSE :FDX) Price Target Raised to $295.00 at Citigroup,DailyPolitical,,2023-09-11,975 words,975,9,77,484233,116307,urn:contentItem:6951-4SD1-JCMN-Y2N9-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Nissay Asset Management Corp Japan ADV,American Banking and Market News,,2023-09-11,1179 words,1179,9,76,439934,AMBNWS2023,urn:contentItem:6950-CWW1-DXK2-M2S2-00000-00
FedEx Co. ( NYSE :FDX) Shares Acquired by Parkwood LLC,Transcript Daily,,2023-09-11,1046 words,1046,9,74,484294,10009368,urn:contentItem:6951-CS51-JCMN-Y4HS-00000-00
Nissay Asset Management Corp Japan ADV Has $11.56 Million Position in FedEx Co. ( NYSE :FDX),Zolmax.com,,2023-09-11,1036 words,1036,9,74,484302,116308,urn:contentItem:6950-BF31-JCMN-Y0YN-00000-00
FedEx ( NYSE :FDX) Price Target Increased to $200.00 by Analysts at Morgan Stanley,Transcript Daily,,2023-09-11,1055 words,1055,9,74,484294,10009368,urn:contentItem:694Y-TGX1-F03R-N00C-00000-00
Boothbay Fund Management LLC Invests $5.73 Million in FedEx Co. ( NYSE :FDX),Transcript Daily,,2023-09-11,1105 words,1105,9,74,484294,10009368,urn:contentItem:6951-4SD1-JCMN-Y1WJ-00000-00
Del. Justices Deny Appeal In Fatal FedEx Crash Coverage Suit,Law360 Legal News - Corporate,Hope Patti,2023-09-11,679 words,679,9,44,475178,LAWLNW2023,urn:contentItem:695S-VR11-DYBF-K11W-00000-00
Morgan Stanley Sees Strong Q1 Performance From FedEx Amid Industry Turbulence,Benzinga.com,Shivani Kumaresan,2023-09-11,360 words,360,9,37,401674,BENZGA2023,urn:contentItem:6950-RFV1-JBDN-30JC-00000-00
Adobe To Rally Over 14%? Here Are 10 Other Analyst Forecasts For Tuesday,Benzinga.com,Lisa Levin,2023-09-12,438 words,438,22,94,401674,BENZGA2023,urn:contentItem:6955-WWB1-DXWP-T00C-00000-00
Appaloosa LP Takes Position in FedEx Co. ( NYSE :FDX),DailyPolitical,,2023-09-12,1031 words,1031,22,78,484233,116307,urn:contentItem:6955-VWW1-F03R-N246-00000-00
"Glenview Capital Management LLC Purchases Shares of 162,583 FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2023-09-12,1121 words,1121,22,77,439934,AMBNWS2023,urn:contentItem:695B-1481-JB40-X1D0-00000-00
"Hotchkis & Wiley Capital Management LLC Sells 651,021 Shares of FedEx Co. ( NYSE :FDX)",Transcript Daily,,2023-09-12,1060 words,1060,22,76,484294,10009368,urn:contentItem:6956-BHB1-JCMN-Y2VW-00000-00
HITE Hedge Asset Management LLC Makes New Investment in FedEx Co. ( NYSE :FDX),Transcript Daily,,2023-09-12,1091 words,1091,22,76,484294,10009368,urn:contentItem:6955-VWW1-F03R-N1YT-00000-00
FedEx ( NYSE :FDX) Given New $295.00 Price Target at Citigroup,American Banking and Market News,,2023-09-12,1027 words,1027,22,76,439934,AMBNWS2023,urn:contentItem:6956-BSG1-DXK2-M0F8-00000-00
Citigroup Increases FedEx ( NYSE :FDX) Price Target to $295.00,Zolmax.com,,2023-09-12,1037 words,1037,22,76,484302,116308,urn:contentItem:6955-6GF1-JCMN-Y08C-00000-00
Arrowstreet Capital Limited Partnership Increases Stake in FedEx Co. ( NYSE :FDX),DailyPolitical,,2023-09-12,1051 words,1051,22,76,484233,116307,urn:contentItem:6956-78K1-JCMN-Y4FB-00000-00
Wells Fargo & Company Raises FedEx ( NYSE :FDX) Price Target to $270.00,Transcript Daily,,2023-09-12,990 words,990,22,75,484294,10009368,urn:contentItem:6956-78K1-JCMN-Y4CG-00000-00
"US Patent Issued to FEDEX CORPORATE SERVICES on Sept. 12 for ""Systems and methods for managing information associated with boxes used in the delivery of packages"" ( Tennessee Inventors)",US Fed News,,2023-09-13,236 words,236,30,135,282801,USFDNW2023,urn:contentItem:695F-HF81-JDKC-R4TY-00000-00
5 Dividend Growth Stocks for Steady Returns in Uncertain Times,24/7 Wall St.,247patrick,2023-09-13,920 words,920,30,94,484220,100006,urn:contentItem:695B-CG81-F03R-N03R-00000-00
FedEx and St. Jude Children's Research Hospital Celebrating 11th Purple Eagle Honoree,3BL Blogs,FedEx Corporation,2023-09-13,871 words,871,30,94,484221,108087,urn:contentItem:695D-9PM1-F03R-N1BT-00000-00
"Zacks.com featured highlights Caterpillar , KB Home , Walmart , Dr. Reddy's Laboratories and FedEx",24/7 Wall St.,247patrick,2023-09-13,843 words,843,30,83,484220,100006,urn:contentItem:695D-9PM1-F03R-N1CG-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Check Capital Management Inc. CA,Zolmax.com,,2023-09-13,1066 words,1066,30,82,484302,116308,urn:contentItem:695C-B8C1-F03R-N0V6-00000-00
FedEx ( NYSE :FDX) PT Raised to $295.00 at Citigroup,Zolmax.com,,2023-09-13,962 words,962,30,78,484302,116308,urn:contentItem:695B-VH31-JCMN-Y43B-00000-00
"Sweeney & Michel LLC Makes New $960,000 Investment in FedEx Co. ( NYSE :FDX)",Watchlist News,,2023-09-13,1101 words,1101,30,77,484299,135127,urn:contentItem:695F-04J1-JCMN-Y1MH-00000-00
Physicians Financial Services Inc. Grows Holdings in FedEx Co. ( NYSE :FDX),Zolmax.com,,2023-09-13,1024 words,1024,30,76,484302,116308,urn:contentItem:695C-5R11-JCMN-Y2XY-00000-00
Titleist Asset Management LLC Purchases New Shares in FedEx Co. ( NYSE :FDX),Transcript Daily,,2023-09-13,1061 words,1061,30,76,484294,10009368,urn:contentItem:695C-V201-F03R-N03D-00000-00
Courier Capital LLC Decreases Stock Holdings in FedEx Co. ( NYSE :FDX),Zolmax.com,,2023-09-14,1050 words,1050,14,80,484302,116308,urn:contentItem:695K-55P1-JCMN-Y2K1-00000-00
FedEx ( NYSE :FDX) PT Raised to $270.00,DailyPolitical,,2023-09-14,909 words,909,14,80,484233,116307,urn:contentItem:695K-55P1-JCMN-Y1W3-00000-00
"Guardian Wealth Advisors LLC Invests $26,000 in FedEx Co. ( NYSE :FDX)",Transcript Daily,,2023-09-14,1036 words,1036,14,76,484294,10009368,urn:contentItem:695K-TW51-JCMN-Y1MX-00000-00
FedEx Co. ( NYSE :FDX) Shares Bought by Psagot Value Holdings Ltd. Israel,Ticker Report,,2023-09-14,1019 words,1019,14,76,484293,126392,urn:contentItem:695M-3CH1-JCMN-Y4C1-00000-00
Sheets Smith Wealth Management Sells 50 Shares of FedEx Co. ( NYSE :FDX),DailyPolitical,,2023-09-14,1031 words,1031,14,76,484233,116307,urn:contentItem:695K-V2K1-JCMN-Y0CP-00000-00
Coastline Trust Co Sells 890 Shares of FedEx Co. ( NYSE :FDX),DailyPolitical,,2023-09-14,1008 words,1008,14,76,484233,116307,urn:contentItem:695K-TW51-JCMN-Y285-00000-00
FedEx ( NYSE :FDX) Given New $278.00 Price Target at The Goldman Sachs Group,DailyPolitical,,2023-09-14,1024 words,1024,14,76,484233,116307,urn:contentItem:695K-9JC1-F03R-N0WF-00000-00
State Board of Administration of Florida Retirement System Decreases Stock Holdings in FedEx Co. ( NYSE :FDX),Ticker Report,,2023-09-14,1123 words,1123,14,74,484293,126392,urn:contentItem:695M-FMH1-F03R-N42F-00000-00
Courier Capital LLC Sells 60 Shares of FedEx Co. ( NYSE :FDX),American Banking and Market News,,2023-09-14,1176 words,1176,14,71,439934,AMBNWS2023,urn:contentItem:695M-9JB1-DXK2-M3F2-00000-00
FedEx ( NYSE :FDX) PT Raised to $278.00 at The Goldman Sachs Group,Zolmax.com,,2023-09-15,908 words,908,16,80,484302,116308,urn:contentItem:695T-6BD1-F03R-N0KD-00000-00
Robert W. Baird Reaffirms 'Outperform' Rating for FedEx ( NYSE :FDX),DailyPolitical,,2023-09-15,907 words,907,16,80,484233,116307,urn:contentItem:6960-HN41-JCMN-Y4S8-00000-00
Atria Wealth Solutions Inc. Has $2.78 Million Position in FedEx Co. ( NYSE :FDX),Transcript Daily,,2023-09-15,1004 words,1004,16,78,484294,10009368,urn:contentItem:6962-4SJ1-F03R-N40P-00000-00
FedEx Co. ( NYSE :FDX) Stock Position Lifted by Fulton Bank N.A.,American Banking and Market News,,2023-09-15,1116 words,1116,16,77,439934,AMBNWS2023,urn:contentItem:5WMS-FW21-JB40-X1J0-00000-00
FedEx ( NYSE :FDX) Stock Rating Reaffirmed by Robert W. Baird,Transcript Daily,,2023-09-15,1014 words,1014,16,76,484294,10009368,urn:contentItem:695Y-KS81-F03R-N08T-00000-00
"54,886 Shares in FedEx Co. ( NYSE :FDX) Bought by EP Wealth Advisors LLC",DailyPolitical,,2023-09-15,998 words,998,16,76,484233,116307,urn:contentItem:6962-4MK1-F03R-N060-00000-00
Symmetry Partners LLC Raises Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2023-09-15,1156 words,1156,16,75,439934,AMBNWS2023,urn:contentItem:5WMS-FW21-JB40-X1FY-00000-00
FedEx ( NYSE :FDX) PT Raised to $278.00,American Banking and Market News,,2023-09-15,1029 words,1029,16,74,439934,AMBNWS2023,urn:contentItem:695V-8YD1-DXK2-M17F-00000-00
FedEx ( NYSE :FDX) Price Target Increased to $300.00 by Analysts at Barclays,American Banking and Market News,,2023-09-15,1043 words,1043,16,74,439934,AMBNWS2023,urn:contentItem:695V-8XV1-DXK2-M1PX-00000-00
Harvest Fund Management Co. Ltd Decreases Position in FedEx Co. ( NYSE :FDX),Ticker Report,,2023-09-16,1031 words,1031,10,82,484293,126392,urn:contentItem:6962-7DC1-JCMN-Y3J6-00000-00
Allied Investment Advisors LLC Raises Holdings in FedEx Co. ( NYSE :FDX),Watchlist News,,2023-09-16,1153 words,1153,10,80,484299,135127,urn:contentItem:6962-CWV1-JCMN-Y4DX-00000-00
"Prelude Capital Management LLC Takes $823,000 Position in FedEx Co. ( NYSE :FDX)",DailyPolitical,,2023-09-16,1001 words,1001,10,78,484233,116307,urn:contentItem:6962-6V31-JCMN-Y178-00000-00
The Goldman Sachs Group Raises FedEx ( NYSE :FDX) Price Target to $278.00,Transcript Daily,,2023-09-16,947 words,947,10,78,484294,10009368,urn:contentItem:6962-6M21-F03R-N15J-00000-00
"3,700 Shares in FedEx Co. ( NYSE :FDX) Purchased by Sanders Morris Harris LLC",Watchlist News,,2023-09-16,1128 words,1128,10,77,484299,135127,urn:contentItem:6962-R0P1-F03R-N1BF-00000-00
Putnam Investments LLC Has $8.35 Million Holdings in FedEx Co. ( NYSE :FDX),Zolmax.com,,2023-09-16,1021 words,1021,10,76,484302,116308,urn:contentItem:6962-6TF1-F03R-N2PM-00000-00
FedEx ( NYSE :FDX) Price Target Raised to $300.00,Transcript Daily,,2023-09-16,987 words,987,10,76,484294,10009368,urn:contentItem:6962-6SK1-JCMN-Y2D1-00000-00
Putnam Investments LLC Grows Holdings in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2023-09-16,1109 words,1109,10,74,439934,AMBNWS2023,urn:contentItem:6962-7H81-DXK2-M3YV-00000-00
Level Four Advisory Services LLC Has $1.12 Million Stock Holdings in FedEx Co. ( NYSE :FDX),DailyPolitical,,2023-09-16,1063 words,1063,10,74,484233,116307,urn:contentItem:6962-6V31-JCMN-Y1CD-00000-00
"Nordea Investment Management AB Acquires 72,719 Shares of FedEx Co. ( NYSE :FDX)",Transcript Daily,,2023-09-17,1104 words,1104,21,81,484294,10009368,urn:contentItem:6967-JK21-F03R-N089-00000-00
FedEx ( NYSE :FDX) PT Raised to $300.00,Zolmax.com,,2023-09-17,895 words,895,21,80,484302,116308,urn:contentItem:6967-JK41-F03R-N49V-00000-00
Barclays Increases FedEx ( NYSE :FDX) Price Target to $300.00,Zolmax.com,,2023-09-17,906 words,906,21,80,484302,116308,urn:contentItem:6967-PKD1-JCMN-Y3KP-00000-00
"American Trust Invests $210,000 in FedEx Co. ( NYSE :FDX)",American Banking and Market News,,2023-09-17,1100 words,1100,21,77,439934,AMBNWS2023,urn:contentItem:6968-6S01-DXK2-M48K-00000-00
American Trust Makes New Investment in FedEx Co. ( NYSE :FDX),Zolmax.com,,2023-09-17,1052 words,1052,21,77,484302,116308,urn:contentItem:6967-JK41-F03R-N49X-00000-00
Robert W. Baird Reaffirms 'Outperform' Rating for FedEx ( NYSE :FDX),Transcript Daily,,2023-09-17,1001 words,1001,21,76,484294,10009368,urn:contentItem:6967-JK41-F03R-N3T9-00000-00
FedEx ( NYSE :FDX) Price Target Raised to $278.00 at The Goldman Sachs Group,Ticker Report,,2023-09-17,1019 words,1019,21,76,484293,126392,urn:contentItem:6967-JK31-JCMN-Y27G-00000-00
FedEx Co. ( NYSE :FDX) Short Interest Update,Zolmax.com,,2023-09-17,984 words,984,21,76,484302,116308,urn:contentItem:6967-JK31-JCMN-Y1GT-00000-00
FedEx ( NYSE :FDX) Price Target Raised to $300.00,American Banking and Market News,,2023-09-17,971 words,971,21,76,439934,AMBNWS2023,urn:contentItem:6968-6S01-DXK2-M48J-00000-00
"Evanson Asset Management LLC Makes New $206,000 Investment in FedEx Co. ( NYSE :FDX)",Ticker Report,,2023-09-17,1004 words,1004,21,76,484293,126392,urn:contentItem:6967-PKD1-JCMN-Y3W9-00000-00
Meridian Adhesives Group Appoints Chris O'Neil VP of Information Technology,PR Newswire,,2023-09-18,513 words,513,26,112,8054,PRNEWS2023,urn:contentItem:696G-F841-DXP3-R4JR-00000-00
Barclays Raises FedEx ( NYSE :FDX) Price Target to $300.00,DailyPolitical,,2023-09-18,955 words,955,26,78,484233,116307,urn:contentItem:696F-1FS1-F03R-N045-00000-00
FedEx ( NYSE :FDX) Receives Outperform Rating from Robert W. Baird,Zolmax.com,,2023-09-18,964 words,964,26,78,484302,116308,urn:contentItem:696F-1FS1-F03R-N067-00000-00
FedEx Co. ( NYSE :FDX) Shares Sold by Buckley Wealth Management LLC,American Banking and Market News,,2023-09-18,1154 words,1154,26,77,439934,AMBNWS2023,urn:contentItem:696K-TY91-JB40-X3M2-00000-00
Duality Advisers LP Acquires New Shares in FedEx Co. ( NYSE :FDX),American Banking and Market News,,2023-09-18,1156 words,1156,26,77,439934,AMBNWS2023,urn:contentItem:696G-62N1-DXK2-M0GH-00000-00
