title,source,author,date,length,wordcount,totalsearchresults,relevancescore,contentcomponentid,vendorreportid,docid
Deutsche Bank Aktiengesellschaft Raises American Express ( NYSE :AXP) Price Target to $158.00,Ticker Report,,2021-05-06,999 words,999,11,340,484293,AMCN-126392,urn:contentItem:62M0-PTY1-F03R-N0DT-00000-00
American Express ( NYSE :AXP) Shares Bought by Stratos Wealth Advisors LLC,Transcript Daily,,2021-05-06,1129 words,1129,11,337,484294,AMCN-10009368,urn:contentItem:62M2-3PT1-JCMN-Y48K-00000-00
Mitchell Capital Management Co. Raises Stock Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-06,949 words,949,11,307,439934,AMBNWS2021,urn:contentItem:62M5-4TH1-JB40-X1NH-00000-00
"Chatham Capital Group Inc. Purchases 1,177 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-06,1053 words,1053,11,304,439934,AMBNWS2021,urn:contentItem:62M5-4TB1-JB40-X0PD-00000-00
American Express ( NYSE :AXP) Given New $171.00 Price Target at Morgan Stanley,DailyPolitical,,2021-05-06,1114 words,1114,11,301,484233,AMCN-116307,urn:contentItem:62M0-PTX1-F03R-N422-00000-00
American Express Declares Regular Quarterly Dividend,Business Wire,,2021-05-06,174 words,174,11,162,7924,BWIRE2021,urn:contentItem:62M2-3ST1-JBG1-824H-00000-00
"Owl Rock Capital 's ( ORCC ) Q1 Earnings Miss, Decline Y/Y",Newstex Blogs,Zacks Equity Research,2021-05-06,915 words,915,11,32,299488,ZACK-5304,urn:contentItem:62M2-3R11-F03R-N281-00000-00
American Express Announces Quarterly Dividend of $0.43 ( NYSE :AXP),Zolmax.com,,2021-05-07,892 words,892,16,346,484302,AMCN-116308,urn:contentItem:62M8-45S1-JCMN-Y53N-00000-00
Oppenheimer Boosts American Express ( NYSE :AXP) Price Target to $165.00,DailyPolitical,,2021-05-07,1033 words,1033,16,340,484233,AMCN-116307,urn:contentItem:62M8-45S1-JCMN-Y49P-00000-00
Barclays Raises American Express ( NYSE :AXP) Price Target to $146.00,Ticker Report,,2021-05-07,1069 words,1069,16,336,484293,AMCN-126392,urn:contentItem:62M8-4601-F03R-N498-00000-00
"Virtual Credit Card Market May See a Big Move | Major Giants Abine , Skrill, Apple",iCrowdNewswire (English),,2021-05-07,1340 words,1340,16,310,433665,ICRWDE2021,urn:contentItem:62M6-NSG1-JCTB-F2SM-00000-00
American Express ( NYSE :AXP) Announces Quarterly Dividend of $0.43,DailyPolitical,,2021-05-07,859 words,859,16,309,484233,AMCN-116307,urn:contentItem:62M8-45S1-JCMN-Y3YM-00000-00
American Express ( NYSE :AXP) Shares Sold by TCI Wealth Advisors Inc.,DailyPolitical,,2021-05-07,1036 words,1036,16,305,484233,AMCN-116307,urn:contentItem:62M8-45S1-JCMN-Y4HN-00000-00
Handelsbanken Fonder AB Decreases Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-07,1046 words,1046,16,304,439934,AMBNWS2021,urn:contentItem:62M7-F8R1-JB40-X4KV-00000-00
"Klingenstein Fields & Co. LP Sells 4,773 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-07,1031 words,1031,16,304,439934,AMBNWS2021,urn:contentItem:62MC-3YK1-DXK2-M3KC-00000-00
American Express ( NYSE :AXP) Hits New 1-Year High at $156.53,Zolmax.com,,2021-05-07,1025 words,1025,16,303,484302,AMCN-116308,urn:contentItem:62M8-45S1-JCMN-Y4X6-00000-00
American Express ( NYSE :AXP) Shares Sold by Sumitomo Mitsui Trust Holdings Inc.,American Banking and Market News,,2021-05-08,907 words,907,15,347,439934,AMBNWS2021,urn:contentItem:62MK-1R11-DXK2-M47J-00000-00
American Express ( NYSE :AXP) Shares Purchased by Regentatlantic Capital LLC,American Banking and Market News,,2021-05-08,903 words,903,15,347,439934,AMBNWS2021,urn:contentItem:62MF-CJH1-DXK2-M318-00000-00
American Express ( AXP ) to Issue Quarterly Dividend of $0.43 on August 10th,Ticker Report,,2021-05-08,877 words,877,15,346,484293,AMCN-126392,urn:contentItem:62MG-03B1-JCMN-Y01H-00000-00
American Express ( NYSE :AXP) Stock Holdings Lessened by TCF National Bank,American Banking and Market News,,2021-05-08,1004 words,1004,15,341,439934,AMBNWS2021,urn:contentItem:62MF-CJH1-DXK2-M3PY-00000-00
Buckingham Strategic Wealth LLC Has $1.97 Million Stake in American Express ( NYSE :AXP),Transcript Daily,,2021-05-08,1040 words,1040,15,340,484294,AMCN-10009368,urn:contentItem:62MG-03V1-JCMN-Y4XY-00000-00
American Express ( NYSE :AXP) Shares Sold by Capital Planning Advisors LLC,Zolmax.com,,2021-05-08,999 words,999,15,340,484302,AMCN-116308,urn:contentItem:62MG-03W1-JCMN-Y1R8-00000-00
Brokerages Anticipate American Express ( NYSE : AXP ) Will Post Earnings of $1.53 Per Share,Transcript Daily,,2021-05-08,1191 words,1191,15,334,484294,AMCN-10009368,urn:contentItem:62MD-M101-JCMN-Y4H7-00000-00
Arcadia Investment Management Corp MI Cuts Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-08,957 words,957,15,308,439934,AMBNWS2021,urn:contentItem:62MK-1R21-DXK2-M0CJ-00000-00
American Express to Issue Quarterly Dividend of $0.43 ( NYSE :AXP),Watchlist News,,2021-05-08,961 words,961,15,308,484299,AMCN-135127,urn:contentItem:62MG-03B1-JCMN-Y0VX-00000-00
BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp Has $15.87 Million Stock Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-09,931 words,931,9,346,439934,AMBNWS2021,urn:contentItem:62MN-BD51-JB40-X14N-00000-00
Greenleaf Trust Has $1.81 Million Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-09,931 words,931,9,346,439934,AMBNWS2021,urn:contentItem:62MN-BD51-JB40-X2MS-00000-00
$9.48 Billion in Sales Expected for American Express ( NYSE : AXP ) This Quarter,Ticker Report,,2021-05-09,1193 words,1193,9,334,484293,AMCN-126392,urn:contentItem:62MM-MTG1-F03R-N3VM-00000-00
American Express ( NYSE : AXP ) Expected to Post Quarterly Sales of $9.48 Billion,American Banking and Market News,,2021-05-09,1118 words,1118,9,302,439934,AMBNWS2021,urn:contentItem:62MN-BD51-JB40-X02N-00000-00
Financial Counselors Inc. Decreases Position in American Express ( NYSE :AXP),Watchlist News,,2021-05-09,1153 words,1153,9,302,484299,AMCN-135127,urn:contentItem:62MM-MT21-JCMN-Y11Y-00000-00
"BRITISH COLUMBIA INVESTMENT MANAGEMENT Corp Sells 3,575 Shares of American Express ( NYSE :AXP)",Zolmax.com,,2021-05-09,1128 words,1128,9,301,484302,AMCN-116308,urn:contentItem:62MN-XDS1-F03R-N37R-00000-00
American Express ( NYSE :AXP) Shares Sold by Birmingham Capital Management Co. Inc. AL,Watchlist News,,2021-05-09,1221 words,1221,9,297,484299,AMCN-135127,urn:contentItem:62MN-XFM1-F03R-N026-00000-00
"Arrow Financial Corp Has $533,000 Stock Position in American Express ( NYSE :AXP)",Watchlist News,,2021-05-09,1217 words,1217,9,297,484299,AMCN-135127,urn:contentItem:62MN-XFM1-F03R-N0RK-00000-00
"Torray LLC Sells 56,100 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-10,1043 words,1043,19,341,439934,AMBNWS2021,urn:contentItem:62N1-17R1-DXK2-M48M-00000-00
"Texas Permanent School Fund Sells 6,034 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-10,1017 words,1017,19,341,439934,AMBNWS2021,urn:contentItem:62N1-17R1-DXK2-M4YY-00000-00
Ovation Travel Group Launches Advisory Board Comprised of 12 Independent Advisors Ovation Independent Advisor (IA) Advisory Board convened virtually for inaugural meeting.,PR Newswire,,2021-05-10,610 words,610,19,326,8054,PRNEWS2021,urn:contentItem:62MV-G6G1-DXP3-R2WT-00000-00
"Benedetti & Gucer Inc. Invests $440,000 in American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-10,893 words,893,19,311,439934,AMBNWS2021,urn:contentItem:62MW-C3Y1-JB40-X3HH-00000-00
Foster Dykema Cabot & Co. Inc. MA Grows Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-10,967 words,967,19,308,439934,AMBNWS2021,urn:contentItem:62N1-17R1-DXK2-M3R8-00000-00
PGGM Investments Has $12.17 Million Stock Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-10,1050 words,1050,19,305,439934,AMBNWS2021,urn:contentItem:62MW-C3Y1-JB40-X0KK-00000-00
American Express ( NYSE :AXP) Shares Purchased by Park Avenue Securities LLC,Watchlist News,,2021-05-10,1199 words,1199,19,303,484299,AMCN-135127,urn:contentItem:62MV-JT61-F03R-N119-00000-00
"3,113 Shares in American Express ( NYSE :AXP) Acquired by Benedetti & Gucer Inc.",Watchlist News,,2021-05-10,1131 words,1131,19,303,484299,AMCN-135127,urn:contentItem:62MX-0SF1-JCMN-Y4X0-00000-00
American Express ( NYSE :AXP) Shares Purchased by Markel Corp,Transcript Daily,,2021-05-10,1063 words,1063,19,302,484294,AMCN-10009368,urn:contentItem:62MX-0SV1-JCMN-Y2FV-00000-00
Pettee Investors Inc. Cuts Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-11,1001 words,1001,21,343,439934,AMBNWS2021,urn:contentItem:62N7-0Y41-DXK2-M50N-00000-00
"Wealthcare Advisory Partners LLC Invests $280,000 in American Express ( NYSE :AXP)",Watchlist News,,2021-05-11,1008 words,1008,21,341,484299,AMCN-135127,urn:contentItem:62N4-0JB1-JCMN-Y00M-00000-00
"GFS Advisors LLC Sells 8,750 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-11,1071 words,1071,21,339,439934,AMBNWS2021,urn:contentItem:62N7-0XC1-DXK2-M2K0-00000-00
American Express ( NYSE :AXP) Stake Lessened by Sandy Spring Bank,American Banking and Market News,,2021-05-11,914 words,914,21,310,439934,AMBNWS2021,urn:contentItem:62N3-BKC1-JB40-X40W-00000-00
"1,537 Shares in American Express ( NYSE :AXP) Bought by Thoroughbred Financial Services LLC",American Banking and Market News,,2021-05-11,905 words,905,21,310,439934,AMBNWS2021,urn:contentItem:5SVY-3YM1-JB40-X06T-00000-00
Stableford Capital II LLC Trims Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-11,952 words,952,21,308,439934,AMBNWS2021,urn:contentItem:62N7-0XC1-DXK2-M40N-00000-00
Zurcher Kantonalbank Zurich Cantonalbank Lowers Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-11,997 words,997,21,308,439934,AMBNWS2021,urn:contentItem:62N3-BKC1-JB40-X3H2-00000-00
American Express ( NYSE :AXP) Stock Holdings Lessened by The Manufacturers Life Insurance Company,American Banking and Market News,,2021-05-11,992 words,992,21,307,439934,AMBNWS2021,urn:contentItem:62N7-0XC1-DXK2-M340-00000-00
Research Analysts' Weekly Ratings Changes for American Express ( AXP ),American Banking and Market News,,2021-05-11,958 words,958,21,306,439934,AMBNWS2021,urn:contentItem:62N3-BKC1-JB40-X0JV-00000-00
Ironwood Investment Counsel LLC Has $5.87 Million Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-11,1073 words,1073,21,304,439934,AMBNWS2021,urn:contentItem:62N7-0XC1-DXK2-M2JS-00000-00
American Express ( NYSE :AXP) Shares Sold by Great Lakes Advisors LLC,American Banking and Market News,,2021-05-12,959 words,959,22,344,439934,AMBNWS2021,urn:contentItem:62NF-0361-JB40-X13D-00000-00
"Lorne Steinberg Wealth Management Inc. Buys 2,690 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-12,1016 words,1016,22,340,439934,AMBNWS2021,urn:contentItem:62NF-0281-JB40-X1KK-00000-00
Asset Dedication LLC Decreases Stock Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-12,1092 words,1092,22,337,439934,AMBNWS2021,urn:contentItem:62NF-0281-JB40-X1KD-00000-00
Boyar Asset Management Inc. Trims Stake in American Express ( NYSE :AXP),Watchlist News,,2021-05-12,1211 words,1211,22,332,484299,AMCN-135127,urn:contentItem:62NB-0B61-JCMN-Y0FC-00000-00
American Express ( NYSE : AXP ) Expected to Announce Earnings of $1.53 Per Share,Watchlist News,,2021-05-12,1226 words,1226,22,332,484299,AMCN-135127,urn:contentItem:62NB-0B61-JCMN-Y0CB-00000-00
Daiwa Securities Group Inc. Cuts Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-12,999 words,999,22,306,439934,AMBNWS2021,urn:contentItem:62NF-0361-JB40-X0K8-00000-00
"Dimensional Fund Advisors LP Sells 66,983 Shares of American Express ( NYSE :AXP)",Transcript Daily,,2021-05-12,1030 words,1030,22,304,484294,AMCN-10009368,urn:contentItem:62N8-HX81-F03R-N3CY-00000-00
Jones Financial Companies Lllp Decreases Stake in American Express ( NYSE :AXP),Ticker Report,,2021-05-12,1004 words,1004,22,303,484293,AMCN-126392,urn:contentItem:62NB-0B51-JCMN-Y3RH-00000-00
"Jones Financial Companies Lllp Has $124,000 Stake in American Express ( NYSE :AXP)",Watchlist News,,2021-05-12,1144 words,1144,22,302,484299,AMCN-135127,urn:contentItem:62NB-0B51-JCMN-Y52K-00000-00
"Robeco Schweiz AG Sells 14,940 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-13,942 words,942,9,309,439934,AMBNWS2021,urn:contentItem:62NM-X3N1-JB40-X44V-00000-00
American Express ( NYSE :AXP) Shares Bought by Private Wealth Partners LLC,American Banking and Market News,,2021-05-13,1010 words,1010,9,304,439934,AMBNWS2021,urn:contentItem:62NM-X3N1-JB40-X458-00000-00
American Express ( NYSE :AXP) Shares Sold by Constitution Capital LLC,American Banking and Market News,,2021-05-13,1105 words,1105,9,302,439934,AMBNWS2021,urn:contentItem:62NM-X3M1-JB40-X04S-00000-00
"Travel Insurance Market Size to Reach USD 40 Billion by 2028 - Policy Types, Coverage, Benefits, Risk Analysis, Service Providers, Investment Statistics and Upcoming Opportunities: Adroit Market Research Rising number of millennials, increasing disposable incomes, decreasing flight rates, easy payment options as well as rising tourism promotion activities are major factors driving the travel insurance market growth.",GlobeNewswire,,2021-05-13,945 words,945,9,278,222091,PRIZNE2021,urn:contentItem:62NG-BKT1-JC18-M1G4-00000-00
GYL Financial Synergies LLC Acquires 251 Shares of American Express ( NYSE :AXP),Zolmax.com,,2021-05-13,1058 words,1058,9,60,484302,AMCN-116308,urn:contentItem:62NN-46F1-JCMN-Y3BK-00000-00
Symmetry Partners LLC Sells 485 Shares of American Express ( NYSE :AXP),Transcript Daily,,2021-05-13,1163 words,1163,9,60,484294,AMCN-10009368,urn:contentItem:62NH-Y0B1-F03R-N2GX-00000-00
NetFortris Receives the 2021 CSO50 Award from IDG 's CSO Managed Communications Solutions Provider to be Recognized at the CSO50 Conference + Awards,PR Newswire,,2021-05-13,903 words,903,9,26,8054,PRNEWS2021,urn:contentItem:62NG-PYN1-DXP3-R0YG-00000-00
American Express ( NYSE :AXP) Stock Position Increased by Franklin Street Advisors Inc. NC,American Banking and Market News,,2021-05-14,1084 words,1084,20,339,439934,AMBNWS2021,urn:contentItem:62NR-7GR1-JB40-X0DK-00000-00
Palisade Asset Management LLC Has $1.25 Million Stock Holdings in American Express ( NYSE :AXP),Watchlist News,,2021-05-14,1168 words,1168,20,338,484299,AMCN-135127,urn:contentItem:62NW-40X1-JCMN-Y54H-00000-00
American Express ( NYSE :AXP) Shares Sold by Griffin Asset Management Inc.,Watchlist News,,2021-05-14,1125 words,1125,20,338,484299,AMCN-135127,urn:contentItem:62NR-WMY1-JCMN-Y284-00000-00
Smead Capital Management Inc. Has $132.31 Million Stock Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-14,1103 words,1103,20,338,439934,AMBNWS2021,urn:contentItem:62NV-XB01-DXK2-M325-00000-00
"201,301 Shares in American Express ( NYSE :AXP) Acquired by Inverness Counsel LLC NY",American Banking and Market News,,2021-05-14,909 words,909,20,311,439934,AMBNWS2021,urn:contentItem:62NV-X9H1-JB40-X13W-00000-00
Griffin Asset Management Inc. Sells 955 Shares of American Express ( NYSE :AXP),American Banking and Market News,,2021-05-14,999 words,999,20,306,439934,AMBNWS2021,urn:contentItem:62NR-7DB1-DXK2-M28D-00000-00
Outlook Wealth Advisors LLC Decreases Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-14,1035 words,1035,20,305,439934,AMBNWS2021,urn:contentItem:5SW5-2XN1-DXK2-M1X4-00000-00
Chartwell Investment Partners LLC Has $5.79 Million Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-14,1064 words,1064,20,304,439934,AMBNWS2021,urn:contentItem:62NR-7GP1-JB40-X3CX-00000-00
Atlantic Union Bankshares Corp Has $8.20 Million Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-14,1084 words,1084,20,302,439934,AMBNWS2021,urn:contentItem:62NV-XB01-DXK2-M14X-00000-00
BTC Capital Management Inc. Purchases New Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-15,902 words,902,12,347,439934,AMBNWS2021,urn:contentItem:5SW8-S401-JB40-X2C4-00000-00
"IFM Investors Pty Ltd Buys 8,346 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-15,1072 words,1072,12,339,439934,AMBNWS2021,urn:contentItem:62P2-TKS1-DXK2-M1NM-00000-00
American Express ( NYSE :AXP) Shares Sold by Greatmark Investment Partners Inc.,American Banking and Market News,,2021-05-15,973 words,973,12,308,439934,AMBNWS2021,urn:contentItem:62P2-TKS1-DXK2-M1X6-00000-00
American Express ( NYSE :AXP) Shares Sold by Commonwealth Equity Services LLC,American Banking and Market News,,2021-05-15,998 words,998,12,306,439934,AMBNWS2021,urn:contentItem:62NY-5TD1-JB40-X1V6-00000-00
"BTC Capital Management Inc. Makes New $203,000 Investment in American Express ( NYSE :AXP)",DailyPolitical,,2021-05-15,1039 words,1039,12,304,484233,AMCN-116307,urn:contentItem:62NY-SDK1-F03R-N0MN-00000-00
American Express ( NYSE :AXP) Shares Acquired by Roosevelt Investment Group LLC,Zolmax.com,,2021-05-15,1142 words,1142,12,301,484302,AMCN-116308,urn:contentItem:62NY-SDK1-F03R-N1SY-00000-00
$9.48 Billion in Sales Expected for American Express ( NYSE : AXP ) This Quarter,Watchlist News,,2021-05-15,1241 words,1241,12,298,484299,AMCN-135127,urn:contentItem:62NW-40Y1-JCMN-Y02M-00000-00
"Roosevelt Investment Group LLC Has $406,000 Position in American Express ( NYSE :AXP)",DailyPolitical,,2021-05-15,1111 words,1111,12,60,484233,AMCN-116307,urn:contentItem:62NY-SDK1-F03R-N0GS-00000-00
American Express ( NYSE :AXP) Shares Purchased by Beaumont Financial Partners LLC,Watchlist News,,2021-05-16,1092 words,1092,14,338,484299,AMCN-135127,urn:contentItem:62P5-PR21-JCMN-Y03P-00000-00
"Natixis Advisors L.P. Sells 76,093 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-16,1081 words,1081,14,338,439934,AMBNWS2021,urn:contentItem:62P5-52T1-DXK2-M00S-00000-00
Beaumont Financial Partners LLC Grows Stock Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-16,967 words,967,14,307,439934,AMBNWS2021,urn:contentItem:62P5-52T1-DXK2-M110-00000-00
Howard Capital Management Group LLC Takes $1.12 Million Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-16,999 words,999,14,306,439934,AMBNWS2021,urn:contentItem:62P5-52T1-DXK2-M0G5-00000-00
"Cullen Frost Bankers Inc. Sells 2,339 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-16,1006 words,1006,14,304,439934,AMBNWS2021,urn:contentItem:62P5-52T1-DXK2-M08K-00000-00
Levin Capital Strategies L.P. Lowers Stock Holdings in American Express ( NYSE :AXP),Zolmax.com,,2021-05-16,1052 words,1052,14,304,484302,AMCN-116308,urn:contentItem:62P5-PR31-JCMN-Y0JT-00000-00
Unigestion Holding SA Makes New Investment in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-16,1064 words,1064,14,303,439934,AMBNWS2021,urn:contentItem:62P8-SP61-JB40-X1V2-00000-00
Unigestion Holding SA Acquires New Shares in American Express ( NYSE :AXP),Watchlist News,,2021-05-16,1085 words,1085,14,303,484299,AMCN-135127,urn:contentItem:62P5-PR21-JCMN-Y0BK-00000-00
Karpas Strategies LLC Reduces Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-16,1081 words,1081,14,302,439934,AMBNWS2021,urn:contentItem:62P8-SP61-JB40-X22D-00000-00
"Icon Advisers Inc. Co. Sells 1,900 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-17,1010 words,1010,13,341,439934,AMBNWS2021,urn:contentItem:62PG-TF21-DXK2-M15V-00000-00
Destination Wealth Management Grows Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-17,1047 words,1047,13,306,439934,AMBNWS2021,urn:contentItem:62PG-TFV1-JB40-X51S-00000-00
"Van Strum & Towne Inc. Sells 1,100 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-17,1044 words,1044,13,303,439934,AMBNWS2021,urn:contentItem:62PC-5KG1-DXK2-M08C-00000-00
Van Strum & Towne Inc. Trims Position in American Express ( NYSE :AXP),Watchlist News,,2021-05-17,1183 words,1183,13,303,484299,AMCN-135127,urn:contentItem:62PC-T9T1-F03R-N41M-00000-00
The Impact of Fintech on Financial Services 17 May 2021,Global Industry SnapShot,,2021-05-17,15052 words,15052,13,217,475924,ACQGIS2021,urn:contentItem:64Y7-SN11-JCGK-10CD-00000-00
Destination Wealth Management Boosts Stake in American Express ( NYSE :AXP),Transcript Daily,,2021-05-17,1128 words,1128,13,60,484294,AMCN-10009368,urn:contentItem:62PC-T921-JCMN-Y27D-00000-00
American Express ( NYSE :AXP) Shares Sold by Seizert Capital Partners LLC,American Banking and Market News,,2021-05-18,966 words,966,22,344,439934,AMBNWS2021,urn:contentItem:62PP-T091-DXK2-M0BS-00000-00
Leading B2B Payments Company Melio Appoints Former American Express Executive to C-suite as General Counsel and Chief Compliance Officer,Business Wire,,2021-05-18,529 words,529,22,323,7924,BWIRE2021,urn:contentItem:62PJ-HS81-DXY3-02XS-00000-00
Envestnet Asset Management Inc. Boosts Stock Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-18,921 words,921,22,311,439934,AMBNWS2021,urn:contentItem:62PK-47V1-JB40-X2M5-00000-00
"American Express ( NYSE :AXP) Receives Average Recommendation of ""Hold"" from Analysts",American Banking and Market News,,2021-05-18,903 words,903,22,311,439934,AMBNWS2021,urn:contentItem:62PK-47V1-JB40-X3HM-00000-00
"American Express ( NYSE :AXP) Given Consensus Rating of ""Hold"" by Analysts",American Banking and Market News,,2021-05-18,902 words,902,22,311,439934,AMBNWS2021,urn:contentItem:62PK-47V1-JB40-X3HF-00000-00
"Kovitz Investment Group Partners LLC Acquires 76,982 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-18,951 words,951,22,310,439934,AMBNWS2021,urn:contentItem:62PP-T081-DXK2-M382-00000-00
Altium Wealth Management LLC Raises Stock Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-18,935 words,935,22,310,439934,AMBNWS2021,urn:contentItem:62PP-T1H1-JB40-X545-00000-00
Standard Life Aberdeen plc Grows Stock Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-18,968 words,968,22,308,439934,AMBNWS2021,urn:contentItem:62PP-T081-DXK2-M4PP-00000-00
Chase Investment Counsel Corp Makes New Investment in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-19,1047 words,1047,19,340,439934,AMBNWS2021,urn:contentItem:62PX-S9F1-DXK2-M4KW-00000-00
Todd Asset Management LLC Cuts Stake in American Express ( NYSE :AXP),Watchlist News,,2021-05-19,1187 words,1187,19,338,484299,AMCN-135127,urn:contentItem:62PT-S9W1-JCMN-Y0G1-00000-00
Mitsubishi UFJ Kokusai Asset Management Co. Ltd. Has $58.99 Million Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-19,904 words,904,19,311,439934,AMBNWS2021,urn:contentItem:62PT-3DC1-JB40-X4J9-00000-00
"Todd Asset Management LLC Sells 11,242 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-19,930 words,930,19,309,439934,AMBNWS2021,urn:contentItem:62PX-S9G1-DXK2-M0MM-00000-00
American Express ( NYSE :AXP) Shares Sold by M&T Bank Corp,American Banking and Market News,,2021-05-19,960 words,960,19,308,439934,AMBNWS2021,urn:contentItem:62PT-3DP1-DXK2-M2FY-00000-00
Edgestream Partners L.P. Trims Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-19,958 words,958,19,308,439934,AMBNWS2021,urn:contentItem:62PX-S9G1-DXK2-M0YC-00000-00
Edgestream Partners L.P. Reduces Stock Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-19,1061 words,1061,19,305,439934,AMBNWS2021,urn:contentItem:62PX-S9G1-DXK2-M0YB-00000-00
"Stockman Wealth Management Inc. Sells 1,130 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-19,1028 words,1028,19,305,439934,AMBNWS2021,urn:contentItem:62PT-3DD1-JB40-X047-00000-00
INVESTOR ALERT: Scott+Scott Attorneys at Law LLP Investigates American Express Company 's Directors and Officers for Breach of Fiduciary Duties - AXP,Business Wire,,2021-05-20,314 words,314,16,520,7924,BWIRE2021,urn:contentItem:62R0-KK61-JBG1-83MY-00000-00
"AMERICAN EXPRESS INVESTOR ALERT: Investors Who Have Held American Express Stock Continuously Since At Least January 2021 Are Encouraged To Contact Kehoe Law Firm, P.C.",GlobeNewswire,,2021-05-20,264 words,264,16,360,222091,PRIZNE2021,urn:contentItem:62R1-GSB1-JC18-M3TT-00000-00
Marco Investment Management LLC Cuts Holdings in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-20,928 words,928,16,346,439934,AMBNWS2021,urn:contentItem:62R4-RKB1-JB40-X32C-00000-00
Alliancebernstein L.P. Has $451.78 Million Stake in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-20,1000 words,1000,16,343,439934,AMBNWS2021,urn:contentItem:62R4-RKB1-JB40-X18J-00000-00
Ceera Investments LLC Takes $3.36 Million Position in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-20,1037 words,1037,16,341,439934,AMBNWS2021,urn:contentItem:62R4-RKB1-JB40-X18T-00000-00
American Express ( NYSE :AXP) Shares Sold by Marco Investment Management LLC,Transcript Daily,,2021-05-20,1145 words,1145,16,337,484294,AMCN-10009368,urn:contentItem:62R4-YM51-F03R-N3SX-00000-00
"Parnassus Investments CA Sells 91,629 Shares of American Express ( NYSE :AXP)",American Banking and Market News,,2021-05-20,984 words,984,16,309,439934,AMBNWS2021,urn:contentItem:62R4-RKB1-JB40-X0TN-00000-00
Bigelow Investment Advisors LLC Buys 917 Shares of American Express ( NYSE :AXP),Transcript Daily,,2021-05-20,1039 words,1039,16,304,484294,AMCN-10009368,urn:contentItem:62R4-YM51-F03R-N3VJ-00000-00
American Express Highlights Regular Quarterly Dividend,Manufacturing Close-Up,,2021-05-20,48 words,48,16,155,345179,MCCLPM2021,urn:contentItem:62R0-JR91-F06S-P43M-00000-00
American Express ( NYSE :AXP) Shares Sold by Arizona State Retirement System,American Banking and Market News,,2021-05-21,934 words,934,15,346,439934,AMBNWS2021,urn:contentItem:62RB-P5B1-DXK2-M086-00000-00
USA Financial Portformulas Corp Invests $1.32 Million in American Express ( NYSE :AXP),American Banking and Market News,,2021-05-21,990 words,990,15,345,439934,AMBNWS2021,urn:contentItem:62RB-P591-DXK2-M449-00000-00
